iter,fitness,time,XPL,XPT,DIV
0,23253.0,0.062,100.0,0.0,0.487
1,14791.0,0.398,40.04,59.96,0.195
2,9470.0,0.505,26.28,73.72,0.128
3,6056.0,0.895,19.51,80.49,0.095
4,3736.0,1.28,14.37,85.63,0.07
5,2253.0,1.686,10.27,89.73,0.05
6,1450.0,1.703,6.78,93.22,0.033
7,1016.0,1.774,5.54,94.46,0.027
8,713.0,1.649,3.9,96.1,0.019
9,588.0,1.716,2.67,97.33,0.013
10,552.0,1.63,2.05,97.95,0.01
11,541.0,1.691,1.85,98.15,0.009
12,529.0,1.741,1.85,98.15,0.009
13,526.0,1.634,1.23,98.77,0.006
14,522.0,1.617,1.44,98.56,0.007
15,522.0,1.704,1.64,98.36,0.008
16,522.0,1.641,1.44,98.56,0.007
17,520.0,1.851,1.64,98.36,0.008
18,520.0,1.843,1.64,98.36,0.008
19,520.0,1.735,1.64,98.36,0.008
20,520.0,1.752,1.44,98.56,0.007
21,520.0,1.636,1.44,98.56,0.007
22,520.0,1.755,1.44,98.56,0.007
23,520.0,1.73,1.64,98.36,0.008
24,520.0,1.737,1.44,98.56,0.007
25,520.0,1.765,1.44,98.56,0.007
26,520.0,1.855,1.23,98.77,0.006
27,520.0,1.653,1.64,98.36,0.008
28,520.0,1.742,1.44,98.56,0.007
29,520.0,1.668,1.64,98.36,0.008
30,520.0,1.764,1.44,98.56,0.007
