iter,fitness,time,XPL,XPT,DIV
0,72808.0,0.11,100.0,0.0,0.487
1,27850.0,1.231,45.59,54.41,0.222
2,7375.0,1.205,17.04,82.96,0.083
3,1760.0,4.21,5.75,94.25,0.028
4,302.0,8.719,2.67,97.33,0.013
5,75.0,6.369,1.03,98.97,0.005
6,72.0,5.34,0.82,99.18,0.004
7,72.0,4.902,0.41,99.59,0.002
8,72.0,4.518,0.41,99.59,0.002
9,72.0,4.33,0.21,99.79,0.001
10,72.0,4.575,0.21,99.79,0.001
11,72.0,4.746,0.41,99.59,0.002
12,72.0,4.596,0.21,99.79,0.001
13,72.0,4.621,0.41,99.59,0.002
14,72.0,4.564,0.41,99.59,0.002
15,72.0,4.401,0.21,99.79,0.001
16,72.0,4.437,0.21,99.79,0.001
17,72.0,4.955,0.41,99.59,0.002
18,72.0,4.646,0.41,99.59,0.002
19,72.0,4.587,0.21,99.79,0.001
20,72.0,4.735,0.21,99.79,0.001
21,72.0,4.603,0.21,99.79,0.001
22,72.0,4.685,0.21,99.79,0.001
23,72.0,4.681,0.21,99.79,0.001
24,72.0,4.575,0.21,99.79,0.001
25,72.0,4.39,0.21,99.79,0.001
26,72.0,4.318,0.21,99.79,0.001
27,72.0,4.566,0.21,99.79,0.001
28,72.0,4.548,0.21,99.79,0.001
29,72.0,4.558,0.21,99.79,0.001
30,72.0,4.905,0.21,99.79,0.001
