iter,fitness,time,XPL,XPT,DIV
0,70520.0,0.105,100.0,0.0,0.488
1,31044.0,1.159,44.88,55.12,0.219
2,13633.0,1.135,20.08,79.92,0.098
3,5206.0,1.198,9.02,90.98,0.044
4,2314.0,3.406,4.3,95.7,0.021
5,745.0,5.831,2.66,97.34,0.013
6,260.0,5.202,1.43,98.57,0.007
7,89.0,4.568,1.02,98.98,0.005
8,83.0,4.504,0.61,99.39,0.003
9,81.0,4.235,0.41,99.59,0.002
10,80.0,4.543,0.41,99.59,0.002
11,80.0,4.152,0.2,99.8,0.001
12,80.0,4.288,0.41,99.59,0.002
13,80.0,4.103,0.2,99.8,0.001
14,80.0,3.965,0.2,99.8,0.001
15,80.0,4.221,0.41,99.59,0.002
16,80.0,4.276,0.2,99.8,0.001
17,80.0,4.409,0.41,99.59,0.002
18,80.0,4.271,0.41,99.59,0.002
19,79.0,4.192,0.2,99.8,0.001
20,79.0,4.754,0.41,99.59,0.002
21,79.0,4.098,0.2,99.8,0.001
22,79.0,4.238,0.41,99.59,0.002
23,79.0,4.141,0.41,99.59,0.002
24,79.0,4.388,0.41,99.59,0.002
25,79.0,4.024,0.41,99.59,0.002
26,79.0,4.033,0.41,99.59,0.002
27,79.0,4.349,0.41,99.59,0.002
28,79.0,4.245,0.41,99.59,0.002
29,79.0,3.941,0.41,99.59,0.002
30,79.0,3.973,0.41,99.59,0.002
