iter,fitness,time,XPL,XPT,DIV
0,23451.0,0.191,100.0,0.0,0.488
1,8106.0,0.85,44.67,55.33,0.218
2,2322.0,2.791,21.52,78.48,0.105
3,757.0,3.682,9.84,90.16,0.048
4,553.0,2.696,3.28,96.72,0.016
5,531.0,2.191,1.64,98.36,0.008
6,526.0,2.112,1.64,98.36,0.008
7,526.0,2.075,1.43,98.57,0.007
8,525.0,2.104,1.43,98.57,0.007
9,523.0,2.18,1.84,98.16,0.009
10,523.0,2.222,1.64,98.36,0.008
11,522.0,2.118,1.84,98.16,0.009
12,522.0,2.263,1.84,98.16,0.009
13,522.0,2.193,1.64,98.36,0.008
14,522.0,2.096,1.43,98.57,0.007
15,522.0,2.086,1.43,98.57,0.007
16,522.0,2.027,1.64,98.36,0.008
17,522.0,2.134,1.64,98.36,0.008
18,522.0,2.268,1.64,98.36,0.008
19,522.0,2.341,1.64,98.36,0.008
20,522.0,2.182,1.64,98.36,0.008
21,522.0,2.11,1.64,98.36,0.008
22,522.0,2.06,1.43,98.57,0.007
23,522.0,2.2,1.64,98.36,0.008
24,522.0,2.122,1.43,98.57,0.007
25,522.0,2.103,1.64,98.36,0.008
26,522.0,2.182,1.64,98.36,0.008
27,522.0,2.137,1.64,98.36,0.008
28,521.0,2.161,1.64,98.36,0.008
29,520.0,2.17,1.64,98.36,0.008
30,520.0,2.086,1.64,98.36,0.008
