iter,fitness,time,XPL,XPT,DIV
0,72512.0,0.102,100.0,0.0,0.488
1,49278.0,1.113,40.57,59.43,0.198
2,33004.0,1.106,28.07,71.93,0.137
3,21748.0,1.101,19.06,80.94,0.093
4,13729.0,1.092,12.7,87.3,0.062
5,8742.0,1.106,8.2,91.8,0.04
6,5307.0,1.185,5.53,94.47,0.027
7,3188.0,1.629,4.1,95.9,0.02
8,1710.0,2.695,3.07,96.93,0.015
9,894.0,3.791,2.46,97.54,0.012
10,395.0,3.888,1.84,98.16,0.009
11,164.0,4.048,1.23,98.77,0.006
12,103.0,3.582,0.82,99.18,0.004
13,76.0,3.884,0.61,99.39,0.003
14,74.0,3.918,0.61,99.39,0.003
15,73.0,3.728,0.41,99.59,0.002
16,72.0,3.652,0.41,99.59,0.002
17,72.0,3.79,0.41,99.59,0.002
18,72.0,3.824,0.41,99.59,0.002
19,72.0,3.925,0.41,99.59,0.002
20,72.0,3.869,0.41,99.59,0.002
21,72.0,3.75,0.41,99.59,0.002
22,72.0,3.911,0.41,99.59,0.002
23,72.0,3.617,0.2,99.8,0.001
24,72.0,3.813,0.41,99.59,0.002
25,72.0,4.028,0.41,99.59,0.002
26,72.0,3.807,0.41,99.59,0.002
27,72.0,3.787,0.2,99.8,0.001
28,72.0,3.863,0.2,99.8,0.001
29,72.0,4.067,0.41,99.59,0.002
30,72.0,3.879,0.41,99.59,0.002
