iter,fitness,time,XPL,XPT,DIV
0,48531.0,0.065,100.0,0.0,0.488
1,28936.0,0.655,44.26,55.74,0.216
2,17082.0,0.672,26.23,73.77,0.128
3,9621.0,0.949,16.19,83.81,0.079
4,5230.0,2.044,11.07,88.93,0.054
5,2829.0,2.965,7.17,92.83,0.035
6,1324.0,3.369,4.71,95.29,0.023
7,756.0,3.373,3.48,96.52,0.017
8,486.0,3.67,2.05,97.95,0.01
9,339.0,3.529,1.43,98.57,0.007
10,326.0,3.571,1.43,98.57,0.007
11,326.0,3.644,1.23,98.77,0.006
12,322.0,3.521,1.23,98.77,0.006
13,322.0,3.686,1.23,98.77,0.006
14,322.0,3.724,1.02,98.98,0.005
15,322.0,3.479,0.82,99.18,0.004
16,318.0,3.362,1.02,98.98,0.005
17,318.0,3.427,1.02,98.98,0.005
18,318.0,3.355,1.02,98.98,0.005
19,318.0,3.291,0.82,99.18,0.004
20,318.0,3.261,1.02,98.98,0.005
21,318.0,3.314,1.02,98.98,0.005
22,318.0,3.186,1.02,98.98,0.005
23,318.0,3.09,1.02,98.98,0.005
24,318.0,3.234,1.02,98.98,0.005
25,318.0,3.282,1.02,98.98,0.005
26,318.0,3.226,1.02,98.98,0.005
27,318.0,3.248,1.02,98.98,0.005
28,318.0,3.043,0.82,99.18,0.004
29,318.0,3.142,1.02,98.98,0.005
30,317.0,3.165,1.02,98.98,0.005
