iter,fitness,time,XPL,XPT,DIV
0,23227.0,0.038,100.0,0.0,0.488
1,7765.0,0.748,43.65,56.35,0.213
2,2149.0,2.61,20.9,79.1,0.102
3,693.0,3.236,9.22,90.78,0.045
4,550.0,2.353,3.48,96.52,0.017
5,531.0,1.909,2.25,97.75,0.011
6,529.0,1.918,1.43,98.57,0.007
7,528.0,1.876,1.64,98.36,0.008
8,524.0,1.816,1.84,98.16,0.009
9,524.0,1.891,1.64,98.36,0.008
10,524.0,1.894,1.84,98.16,0.009
11,524.0,1.881,1.64,98.36,0.008
12,524.0,1.789,1.84,98.16,0.009
13,524.0,1.957,1.64,98.36,0.008
14,524.0,1.912,1.64,98.36,0.008
15,522.0,1.933,1.64,98.36,0.008
16,522.0,1.952,1.43,98.57,0.007
17,522.0,1.859,1.64,98.36,0.008
18,522.0,1.785,1.64,98.36,0.008
19,522.0,1.849,1.64,98.36,0.008
20,522.0,1.889,1.64,98.36,0.008
21,522.0,1.865,1.64,98.36,0.008
22,522.0,1.879,1.64,98.36,0.008
23,522.0,1.843,1.64,98.36,0.008
24,522.0,1.829,1.64,98.36,0.008
25,522.0,1.746,1.43,98.57,0.007
26,522.0,1.809,1.64,98.36,0.008
27,522.0,1.858,1.64,98.36,0.008
28,522.0,1.752,1.64,98.36,0.008
29,522.0,1.719,1.64,98.36,0.008
30,522.0,1.848,1.64,98.36,0.008
