iter,fitness,time,XPL,XPT,DIV
0,22818.0,0.033,100.0,0.0,0.487
1,15632.0,0.392,34.5,65.5,0.168
2,11829.0,0.427,19.92,80.08,0.097
3,8890.0,0.531,15.2,84.8,0.074
4,6691.0,0.726,12.32,87.68,0.06
5,5053.0,0.899,9.86,90.14,0.048
6,3789.0,1.125,8.83,91.17,0.043
7,2602.0,1.231,8.01,91.99,0.039
8,1714.0,1.382,6.16,93.84,0.03
9,1217.0,1.337,4.52,95.48,0.022
10,953.0,1.33,3.49,96.51,0.017
11,777.0,1.315,2.87,97.13,0.014
12,684.0,1.253,2.05,97.95,0.01
13,600.0,1.367,1.85,98.15,0.009
14,550.0,1.288,1.23,98.77,0.006
15,543.0,1.301,1.23,98.77,0.006
16,539.0,1.37,1.44,98.56,0.007
17,539.0,1.468,1.64,98.36,0.008
18,536.0,1.595,1.85,98.15,0.009
19,530.0,1.556,1.44,98.56,0.007
20,528.0,1.598,1.44,98.56,0.007
21,525.0,1.53,1.23,98.77,0.006
22,524.0,1.707,1.64,98.36,0.008
23,523.0,1.739,1.44,98.56,0.007
24,523.0,1.754,1.64,98.36,0.008
25,523.0,1.681,1.64,98.36,0.008
26,523.0,1.684,1.44,98.56,0.007
27,523.0,1.642,1.23,98.77,0.006
28,523.0,1.803,1.64,98.36,0.008
29,523.0,1.787,1.64,98.36,0.008
30,523.0,1.809,1.85,98.15,0.009
