iter,fitness,time,XPL,XPT,DIV
0,48214.0,0.065,100.0,0.0,0.488
1,33872.0,0.755,34.84,65.16,0.17
2,26086.0,0.748,20.29,79.71,0.099
3,20267.0,0.744,15.37,84.63,0.075
4,15181.0,0.76,12.09,87.91,0.059
5,11643.0,0.772,9.84,90.16,0.048
6,8811.0,1.004,7.99,92.01,0.039
7,6350.0,1.256,6.56,93.44,0.032
8,4451.0,1.751,5.94,94.06,0.029
9,2783.0,2.27,4.71,95.29,0.023
10,1964.0,2.471,3.48,96.52,0.017
11,1138.0,2.449,2.66,97.34,0.013
12,822.0,2.545,2.05,97.95,0.01
13,573.0,2.449,1.64,98.36,0.008
14,445.0,2.398,1.43,98.57,0.007
15,369.0,2.49,1.23,98.77,0.006
16,348.0,2.52,1.02,98.98,0.005
17,339.0,2.858,0.82,99.18,0.004
18,333.0,2.648,0.82,99.18,0.004
19,329.0,2.64,0.61,99.39,0.003
20,325.0,2.752,0.61,99.39,0.003
21,324.0,2.929,0.82,99.18,0.004
22,323.0,2.876,0.61,99.39,0.003
23,322.0,2.862,0.61,99.39,0.003
24,322.0,3.112,0.82,99.18,0.004
25,321.0,2.957,0.82,99.18,0.004
26,321.0,3.113,0.82,99.18,0.004
27,321.0,2.923,0.61,99.39,0.003
28,320.0,3.114,0.61,99.39,0.003
29,320.0,3.309,0.82,99.18,0.004
30,320.0,3.102,0.82,99.18,0.004
