iter,fitness,time,XPL,XPT,DIV
0,48791.0,0.067,100.0,0.0,0.487
1,20742.0,0.803,45.38,54.62,0.221
2,9281.0,1.014,20.53,79.47,0.1
3,4306.0,2.63,11.09,88.91,0.054
4,1821.0,4.25,7.19,92.81,0.035
5,933.0,4.331,4.31,95.69,0.021
6,442.0,4.242,2.87,97.13,0.014
7,335.0,3.567,1.23,98.77,0.006
8,330.0,3.404,1.03,98.97,0.005
9,325.0,3.238,0.82,99.18,0.004
10,324.0,3.061,0.62,99.38,0.003
11,321.0,3.147,0.62,99.38,0.003
12,318.0,3.505,0.82,99.18,0.004
13,318.0,3.301,0.82,99.18,0.004
14,318.0,3.242,1.03,98.97,0.005
15,318.0,3.278,0.82,99.18,0.004
16,318.0,3.3,0.82,99.18,0.004
17,318.0,3.313,0.82,99.18,0.004
18,318.0,3.262,0.62,99.38,0.003
19,318.0,3.455,0.82,99.18,0.004
20,318.0,3.115,0.82,99.18,0.004
21,318.0,3.202,0.62,99.38,0.003
22,318.0,3.052,0.82,99.18,0.004
23,318.0,3.144,0.82,99.18,0.004
24,318.0,3.046,0.82,99.18,0.004
25,318.0,3.172,0.82,99.18,0.004
26,318.0,3.04,0.62,99.38,0.003
27,318.0,2.882,0.82,99.18,0.004
28,318.0,3.192,0.82,99.18,0.004
29,318.0,2.859,0.82,99.18,0.004
30,318.0,3.018,0.82,99.18,0.004
