iter,fitness,time,XPL,XPT,DIV
0,70767.0,0.103,100.0,0.0,0.487
1,31315.0,1.18,45.38,54.62,0.221
2,14947.0,1.156,20.33,79.67,0.099
3,5930.0,1.179,9.45,90.55,0.046
4,2692.0,2.511,4.72,95.28,0.023
5,1060.0,5.164,3.08,96.92,0.015
6,392.0,6.187,1.85,98.15,0.009
7,101.0,5.054,1.03,98.97,0.005
8,84.0,5.109,0.62,99.38,0.003
9,83.0,4.836,0.41,99.59,0.002
10,83.0,4.788,0.41,99.59,0.002
11,83.0,4.568,0.41,99.59,0.002
12,83.0,4.829,0.41,99.59,0.002
13,83.0,4.824,0.41,99.59,0.002
14,83.0,4.478,0.41,99.59,0.002
15,83.0,4.578,0.21,99.79,0.001
16,83.0,5.047,0.41,99.59,0.002
17,83.0,4.677,0.41,99.59,0.002
18,83.0,4.676,0.41,99.59,0.002
19,83.0,4.524,0.41,99.59,0.002
20,83.0,4.435,0.21,99.79,0.001
21,83.0,4.575,0.21,99.79,0.001
22,83.0,4.687,0.41,99.59,0.002
23,83.0,4.685,0.21,99.79,0.001
24,83.0,4.656,0.41,99.59,0.002
25,83.0,4.368,0.21,99.79,0.001
26,83.0,4.201,0.21,99.79,0.001
27,83.0,4.598,0.41,99.59,0.002
28,83.0,9.294,0.41,99.59,0.002
29,83.0,4.225,0.41,99.59,0.002
30,83.0,4.666,0.21,99.79,0.001
