iter,fitness,time,XPL,XPT,DIV
0,72267.0,0.103,100.0,0.0,0.487
1,48534.0,1.103,40.45,59.55,0.197
2,32074.0,1.104,27.52,72.48,0.134
3,21172.0,1.102,18.48,81.52,0.09
4,13739.0,1.092,12.53,87.47,0.061
5,8609.0,1.1,8.42,91.58,0.041
6,5225.0,1.141,5.34,94.66,0.026
7,2712.0,1.888,3.7,96.3,0.018
8,1432.0,3.398,2.67,97.33,0.013
9,632.0,3.867,2.26,97.74,0.011
10,304.0,3.968,1.44,98.56,0.007
11,112.0,3.87,1.03,98.97,0.005
12,78.0,3.724,0.82,99.18,0.004
13,76.0,3.813,0.41,99.59,0.002
14,75.0,3.82,0.41,99.59,0.002
15,73.0,3.872,0.41,99.59,0.002
16,73.0,3.695,0.41,99.59,0.002
17,73.0,3.609,0.21,99.79,0.001
18,73.0,3.818,0.41,99.59,0.002
19,73.0,3.849,0.41,99.59,0.002
20,73.0,3.772,0.41,99.59,0.002
21,73.0,3.777,0.41,99.59,0.002
22,73.0,3.92,0.41,99.59,0.002
23,73.0,3.699,0.41,99.59,0.002
24,73.0,3.794,0.21,99.79,0.001
25,73.0,3.601,0.21,99.79,0.001
26,73.0,3.864,0.41,99.59,0.002
27,73.0,3.88,0.21,99.79,0.001
28,73.0,3.733,0.41,99.59,0.002
29,73.0,3.762,0.21,99.79,0.001
30,73.0,3.558,0.41,99.59,0.002
