iter,fitness,time,XPL,XPT,DIV
0,47857.0,0.068,100.0,0.0,0.487
1,27727.0,0.739,43.33,56.67,0.211
2,16174.0,0.724,25.87,74.13,0.126
3,9329.0,1.065,15.81,84.19,0.077
4,5006.0,2.308,10.68,89.32,0.052
5,2641.0,3.734,7.39,92.61,0.036
6,1360.0,3.797,5.34,94.66,0.026
7,705.0,4.045,3.49,96.51,0.017
8,443.0,3.934,2.46,97.54,0.012
9,346.0,3.923,1.64,98.36,0.008
10,338.0,3.812,1.23,98.77,0.006
11,334.0,3.914,1.03,98.97,0.005
12,328.0,3.702,0.82,99.18,0.004
13,327.0,3.685,1.03,98.97,0.005
14,326.0,3.83,1.03,98.97,0.005
15,324.0,3.632,0.82,99.18,0.004
16,323.0,3.724,0.82,99.18,0.004
17,323.0,3.54,0.82,99.18,0.004
18,323.0,3.589,0.82,99.18,0.004
19,323.0,3.417,0.62,99.38,0.003
20,323.0,3.34,0.82,99.18,0.004
21,323.0,3.316,0.62,99.38,0.003
22,323.0,3.352,0.82,99.18,0.004
23,323.0,3.346,0.62,99.38,0.003
24,323.0,3.255,0.62,99.38,0.003
25,323.0,3.255,0.82,99.18,0.004
26,323.0,3.273,0.82,99.18,0.004
27,323.0,3.174,0.62,99.38,0.003
28,323.0,3.31,0.82,99.18,0.004
29,323.0,3.253,0.82,99.18,0.004
30,323.0,3.3,0.82,99.18,0.004
