iter,fitness,time,XPL,XPT,DIV
0,48606.0,0.068,100.0,0.0,0.488
1,21892.0,0.792,44.26,55.74,0.216
2,9754.0,1.07,20.7,79.3,0.101
3,4519.0,2.47,11.89,88.11,0.058
4,1735.0,4.112,7.38,92.62,0.036
5,829.0,4.079,4.1,95.9,0.02
6,472.0,3.902,2.66,97.34,0.013
7,366.0,3.726,2.05,97.95,0.01
8,333.0,3.496,1.43,98.57,0.007
9,326.0,3.368,0.82,99.18,0.004
10,325.0,3.254,0.61,99.39,0.003
11,324.0,3.19,0.61,99.39,0.003
12,324.0,3.29,0.82,99.18,0.004
13,324.0,3.213,0.61,99.39,0.003
14,324.0,3.303,0.61,99.39,0.003
15,324.0,3.252,0.82,99.18,0.004
16,323.0,3.31,0.82,99.18,0.004
17,323.0,3.313,0.82,99.18,0.004
18,321.0,3.064,0.61,99.39,0.003
19,321.0,3.496,0.82,99.18,0.004
20,321.0,3.078,0.61,99.39,0.003
21,321.0,3.173,0.61,99.39,0.003
22,321.0,3.184,0.41,99.59,0.002
23,321.0,3.187,0.82,99.18,0.004
24,321.0,3.194,0.61,99.39,0.003
25,321.0,3.275,0.61,99.39,0.003
26,321.0,3.236,0.61,99.39,0.003
27,321.0,3.141,0.61,99.39,0.003
28,321.0,3.119,0.41,99.59,0.002
29,321.0,3.075,0.61,99.39,0.003
30,321.0,3.034,0.61,99.39,0.003
