iter,fitness,time,XPL,XPT,DIV
0,71040.0,0.103,100.0,0.0,0.487
1,42169.0,1.039,45.59,54.41,0.222
2,25006.0,1.009,27.1,72.9,0.132
3,14465.0,1.005,16.22,83.78,0.079
4,7944.0,1.016,9.86,90.14,0.048
5,4320.0,1.351,5.75,94.25,0.028
6,1997.0,2.431,4.11,95.89,0.02
7,866.0,4.2,2.87,97.13,0.014
8,380.0,4.954,1.64,98.36,0.008
9,126.0,5.083,1.03,98.97,0.005
10,87.0,4.903,0.41,99.59,0.002
11,85.0,4.765,0.41,99.59,0.002
12,85.0,4.934,0.41,99.59,0.002
13,83.0,4.695,0.41,99.59,0.002
14,83.0,4.475,0.41,99.59,0.002
15,82.0,4.433,0.41,99.59,0.002
16,82.0,4.327,0.21,99.79,0.001
17,82.0,4.452,0.41,99.59,0.002
18,82.0,4.579,0.41,99.59,0.002
19,82.0,4.339,0.41,99.59,0.002
20,82.0,4.21,0.21,99.79,0.001
21,82.0,4.162,0.21,99.79,0.001
22,82.0,4.327,0.21,99.79,0.001
23,82.0,4.572,0.41,99.59,0.002
24,82.0,4.341,0.41,99.59,0.002
25,82.0,4.308,0.41,99.59,0.002
26,82.0,4.078,0.21,99.79,0.001
27,82.0,4.123,0.21,99.79,0.001
28,82.0,4.248,0.21,99.79,0.001
29,82.0,4.045,0.41,99.59,0.002
30,82.0,4.341,0.41,99.59,0.002
