iter,fitness,time,XPL,XPT,DIV
0,23579.0,0.032,100.0,0.0,0.488
1,11087.0,0.47,44.06,55.94,0.215
2,5322.0,1.212,24.18,75.82,0.118
3,2092.0,2.618,15.16,84.84,0.074
4,1015.0,2.228,7.38,92.62,0.036
5,631.0,2.24,4.51,95.49,0.022
6,552.0,1.932,2.46,97.54,0.012
7,536.0,1.841,1.64,98.36,0.008
8,527.0,1.763,1.84,98.16,0.009
9,523.0,1.771,1.64,98.36,0.008
10,522.0,1.83,1.43,98.57,0.007
11,520.0,1.722,1.23,98.77,0.006
12,520.0,1.756,1.23,98.77,0.006
13,520.0,1.86,1.43,98.57,0.007
14,520.0,1.808,1.64,98.36,0.008
15,520.0,1.718,1.23,98.77,0.006
16,520.0,1.742,1.64,98.36,0.008
17,520.0,1.842,1.64,98.36,0.008
18,520.0,1.71,1.23,98.77,0.006
19,520.0,1.77,1.43,98.57,0.007
20,520.0,1.785,1.43,98.57,0.007
21,520.0,1.62,1.43,98.57,0.007
22,520.0,1.807,1.64,98.36,0.008
23,520.0,1.725,1.43,98.57,0.007
24,520.0,1.771,1.64,98.36,0.008
25,520.0,1.702,1.43,98.57,0.007
26,520.0,1.807,1.64,98.36,0.008
27,520.0,1.708,1.43,98.57,0.007
28,520.0,1.804,1.43,98.57,0.007
29,520.0,1.756,1.43,98.57,0.007
30,520.0,1.723,1.43,98.57,0.007
