iter,fitness,time,XPL,XPT,DIV
0,72271.0,0.104,100.0,0.0,0.488
1,32273.0,1.166,44.67,55.33,0.218
2,15217.0,1.158,20.08,79.92,0.098
3,7362.0,1.157,9.43,90.57,0.046
4,2998.0,2.287,5.33,94.67,0.026
5,1033.0,4.873,3.07,96.93,0.015
6,340.0,5.694,1.84,98.16,0.009
7,94.0,5.16,1.23,98.77,0.006
8,75.0,4.218,0.61,99.39,0.003
9,74.0,4.455,0.61,99.39,0.003
10,73.0,4.281,0.41,99.59,0.002
11,73.0,4.28,0.41,99.59,0.002
12,73.0,4.119,0.41,99.59,0.002
13,73.0,4.19,0.41,99.59,0.002
14,73.0,4.075,0.2,99.8,0.001
15,73.0,4.154,0.41,99.59,0.002
16,72.0,4.079,0.41,99.59,0.002
17,72.0,4.294,0.41,99.59,0.002
18,72.0,4.255,0.41,99.59,0.002
19,72.0,3.952,0.2,99.8,0.001
20,72.0,3.994,0.41,99.59,0.002
21,72.0,3.972,0.41,99.59,0.002
22,72.0,3.901,0.2,99.8,0.001
23,72.0,4.009,0.41,99.59,0.002
24,72.0,3.854,0.2,99.8,0.001
25,72.0,3.797,0.2,99.8,0.001
26,72.0,3.732,0.41,99.59,0.002
27,72.0,3.975,0.2,99.8,0.001
28,72.0,3.919,0.2,99.8,0.001
29,72.0,4.035,0.41,99.59,0.002
30,72.0,3.787,0.2,99.8,0.001
