iter,fitness,time,XPL,XPT,DIV
0,23320.0,0.034,100.0,0.0,0.487
1,14801.0,0.361,38.19,61.81,0.186
2,9355.0,0.535,25.87,74.13,0.126
3,5838.0,0.97,18.07,81.93,0.088
4,3577.0,1.24,13.14,86.86,0.064
5,2160.0,1.465,9.65,90.35,0.047
6,1261.0,1.642,6.37,93.63,0.031
7,900.0,1.671,3.9,96.1,0.019
8,683.0,1.685,2.87,97.13,0.014
9,602.0,1.662,2.46,97.54,0.012
10,558.0,1.603,1.64,98.36,0.008
11,540.0,1.709,1.64,98.36,0.008
12,533.0,1.523,1.23,98.77,0.006
13,531.0,1.593,1.23,98.77,0.006
14,531.0,1.716,1.44,98.56,0.007
15,529.0,1.698,1.64,98.36,0.008
16,529.0,1.722,1.44,98.56,0.007
17,527.0,1.719,1.44,98.56,0.007
18,527.0,1.835,1.85,98.15,0.009
19,526.0,1.683,1.44,98.56,0.007
20,522.0,1.743,1.64,98.36,0.008
21,520.0,1.661,1.44,98.56,0.007
22,520.0,1.812,1.64,98.36,0.008
23,520.0,1.674,1.44,98.56,0.007
24,520.0,1.639,1.23,98.77,0.006
25,520.0,1.632,1.64,98.36,0.008
26,520.0,1.705,1.44,98.56,0.007
27,520.0,1.773,1.64,98.36,0.008
28,520.0,1.625,1.44,98.56,0.007
29,520.0,1.747,1.64,98.36,0.008
30,520.0,1.672,1.44,98.56,0.007
