iter,fitness,time,XPL,XPT,DIV
0,48010.0,0.068,100.0,0.0,0.487
1,18090.0,0.786,44.35,55.65,0.216
2,4827.0,2.452,18.07,81.93,0.088
3,1194.0,5.564,7.8,92.2,0.038
4,431.0,5.167,3.29,96.71,0.016
5,335.0,3.86,1.85,98.15,0.009
6,327.0,3.256,0.82,99.18,0.004
7,324.0,3.251,0.62,99.38,0.003
8,323.0,3.177,0.82,99.18,0.004
9,323.0,3.458,0.62,99.38,0.003
10,321.0,3.338,0.62,99.38,0.003
11,321.0,3.295,0.82,99.18,0.004
12,321.0,3.368,0.82,99.18,0.004
13,321.0,3.249,0.62,99.38,0.003
14,321.0,3.157,0.62,99.38,0.003
15,321.0,3.198,0.62,99.38,0.003
16,321.0,3.245,0.62,99.38,0.003
17,321.0,3.538,0.62,99.38,0.003
18,321.0,3.043,0.62,99.38,0.003
19,321.0,3.21,0.62,99.38,0.003
20,321.0,3.167,0.62,99.38,0.003
21,321.0,3.036,0.62,99.38,0.003
22,321.0,3.321,0.62,99.38,0.003
23,321.0,3.223,0.62,99.38,0.003
24,321.0,3.184,0.62,99.38,0.003
25,321.0,3.191,0.62,99.38,0.003
26,321.0,3.106,0.62,99.38,0.003
27,321.0,3.244,0.82,99.18,0.004
28,319.0,3.144,0.82,99.18,0.004
29,319.0,3.28,1.03,98.97,0.005
30,318.0,3.163,0.82,99.18,0.004
