iter,fitness,time,XPL,XPT,DIV
0,49226.0,0.069,100.0,0.0,0.487
1,23097.0,0.796,46.2,53.8,0.225
2,11588.0,0.999,22.38,77.62,0.109
3,4445.0,2.161,12.53,87.47,0.061
4,1925.0,4.377,6.98,93.02,0.034
5,737.0,4.831,4.31,95.69,0.021
6,373.0,4.01,2.05,97.95,0.01
7,339.0,4.143,1.23,98.77,0.006
8,328.0,3.886,0.82,99.18,0.004
9,328.0,3.963,0.82,99.18,0.004
10,327.0,3.687,0.82,99.18,0.004
11,324.0,3.578,0.82,99.18,0.004
12,324.0,3.533,0.82,99.18,0.004
13,323.0,3.362,0.82,99.18,0.004
14,323.0,3.348,0.82,99.18,0.004
15,323.0,3.307,0.62,99.38,0.003
16,323.0,3.242,0.82,99.18,0.004
17,323.0,3.449,0.62,99.38,0.003
18,323.0,3.419,0.62,99.38,0.003
19,323.0,3.463,0.82,99.18,0.004
20,323.0,3.182,0.62,99.38,0.003
21,323.0,3.235,0.82,99.18,0.004
22,323.0,3.116,0.62,99.38,0.003
23,323.0,3.301,0.82,99.18,0.004
24,323.0,3.249,0.62,99.38,0.003
25,323.0,3.387,0.62,99.38,0.003
26,323.0,3.221,0.62,99.38,0.003
27,323.0,3.328,1.03,98.97,0.005
28,323.0,3.485,0.62,99.38,0.003
29,323.0,3.412,0.62,99.38,0.003
30,323.0,3.402,0.82,99.18,0.004
