iter,fitness,time,XPL,XPT,DIV
0,49140.0,0.091,100.0,0.0,0.487
1,15346.0,0.851,44.56,55.44,0.217
2,2569.0,3.014,14.58,85.42,0.071
3,417.0,4.628,4.11,95.89,0.02
4,335.0,3.297,1.85,98.15,0.009
5,326.0,2.882,0.82,99.18,0.004
6,324.0,2.43,0.62,99.38,0.003
7,324.0,2.339,0.62,99.38,0.003
8,323.0,2.432,0.62,99.38,0.003
9,322.0,2.664,0.62,99.38,0.003
10,322.0,2.879,0.82,99.18,0.004
11,321.0,2.642,0.62,99.38,0.003
12,321.0,2.252,0.62,99.38,0.003
13,321.0,2.266,0.62,99.38,0.003
14,318.0,2.364,0.82,99.18,0.004
15,318.0,2.55,0.82,99.18,0.004
16,318.0,2.447,0.62,99.38,0.003
17,318.0,2.206,0.82,99.18,0.004
18,318.0,2.286,0.82,99.18,0.004
19,318.0,2.375,0.82,99.18,0.004
20,318.0,2.387,0.82,99.18,0.004
21,318.0,2.324,1.03,98.97,0.005
22,318.0,2.461,1.03,98.97,0.005
23,318.0,2.36,0.82,99.18,0.004
24,318.0,2.194,0.62,99.38,0.003
25,318.0,2.197,0.62,99.38,0.003
26,318.0,2.21,0.82,99.18,0.004
27,318.0,2.249,0.82,99.18,0.004
28,318.0,2.339,0.82,99.18,0.004
29,318.0,2.293,0.82,99.18,0.004
30,318.0,2.314,0.82,99.18,0.004
