iter,fitness,time,XPL,XPT,DIV
0,73510.0,0.103,100.0,0.0,0.488
1,43672.0,1.019,46.31,53.69,0.226
2,25677.0,1.007,28.07,71.93,0.137
3,14374.0,1.002,17.01,82.99,0.083
4,8087.0,0.993,10.04,89.96,0.049
5,4198.0,1.196,5.74,94.26,0.028
6,2048.0,2.56,3.89,96.11,0.019
7,901.0,4.14,2.87,97.13,0.014
8,346.0,4.533,1.84,98.16,0.009
9,161.0,4.199,1.02,98.98,0.005
10,79.0,4.216,0.82,99.18,0.004
11,74.0,4.278,0.61,99.39,0.003
12,73.0,4.295,0.61,99.39,0.003
13,73.0,4.124,0.41,99.59,0.002
14,73.0,4.296,0.41,99.59,0.002
15,73.0,3.882,0.41,99.59,0.002
16,73.0,3.976,0.41,99.59,0.002
17,73.0,3.842,0.41,99.59,0.002
18,72.0,4.054,0.41,99.59,0.002
19,72.0,4.084,0.41,99.59,0.002
20,72.0,3.902,0.41,99.59,0.002
21,72.0,3.664,0.41,99.59,0.002
22,72.0,3.793,0.41,99.59,0.002
23,72.0,3.646,0.41,99.59,0.002
24,72.0,3.69,0.41,99.59,0.002
25,72.0,3.771,0.41,99.59,0.002
26,72.0,3.819,0.41,99.59,0.002
27,72.0,3.64,0.41,99.59,0.002
28,72.0,3.673,0.41,99.59,0.002
29,72.0,3.738,0.41,99.59,0.002
30,72.0,3.64,0.41,99.59,0.002
