iter,fitness,time,XPL,XPT,DIV
0,71680.0,0.102,100.0,0.0,0.488
1,48500.0,1.104,39.55,60.45,0.193
2,32535.0,1.101,27.46,72.54,0.134
3,21331.0,1.099,18.65,81.35,0.091
4,13707.0,1.099,12.3,87.7,0.06
5,8646.0,1.09,7.99,92.01,0.039
6,5010.0,1.214,5.33,94.67,0.026
7,2810.0,2.043,3.48,96.52,0.017
8,1692.0,3.233,2.87,97.13,0.014
9,892.0,4.092,2.25,97.75,0.011
10,483.0,4.054,1.43,98.57,0.007
11,204.0,4.207,1.23,98.77,0.006
12,111.0,3.879,1.02,98.98,0.005
13,81.0,3.794,1.02,98.98,0.005
14,76.0,3.923,0.61,99.39,0.003
15,74.0,4.0,0.41,99.59,0.002
16,73.0,3.695,0.41,99.59,0.002
17,73.0,3.798,0.41,99.59,0.002
18,73.0,3.81,0.41,99.59,0.002
19,73.0,3.933,0.41,99.59,0.002
20,73.0,3.922,0.41,99.59,0.002
21,73.0,4.012,0.41,99.59,0.002
22,73.0,3.843,0.41,99.59,0.002
23,73.0,3.883,0.41,99.59,0.002
24,73.0,3.772,0.41,99.59,0.002
25,73.0,3.932,0.41,99.59,0.002
26,73.0,3.929,0.41,99.59,0.002
27,73.0,3.853,0.41,99.59,0.002
28,73.0,3.96,0.41,99.59,0.002
29,73.0,3.797,0.41,99.59,0.002
30,73.0,3.968,0.41,99.59,0.002
