iter,fitness,time,XPL,XPT,DIV
0,22640.0,0.034,100.0,0.0,0.487
1,14873.0,0.375,38.19,61.81,0.186
2,9435.0,0.489,26.28,73.72,0.128
3,6105.0,0.909,17.66,82.34,0.086
4,3680.0,1.39,13.55,86.45,0.066
5,2401.0,1.68,10.68,89.32,0.052
6,1628.0,1.652,6.78,93.22,0.033
7,1092.0,1.61,5.34,94.66,0.026
8,759.0,1.657,3.7,96.3,0.018
9,595.0,1.565,2.46,97.54,0.012
10,552.0,1.617,2.26,97.74,0.011
11,539.0,1.621,1.64,98.36,0.008
12,522.0,1.606,1.23,98.77,0.006
13,520.0,1.726,1.44,98.56,0.007
14,520.0,1.644,1.23,98.77,0.006
15,520.0,1.7,1.23,98.77,0.006
16,520.0,1.632,1.44,98.56,0.007
17,520.0,1.693,1.44,98.56,0.007
18,520.0,1.774,1.64,98.36,0.008
19,520.0,1.709,1.44,98.56,0.007
20,520.0,1.617,1.44,98.56,0.007
21,520.0,1.678,1.23,98.77,0.006
22,520.0,1.769,1.44,98.56,0.007
23,520.0,1.69,1.44,98.56,0.007
24,520.0,1.63,1.44,98.56,0.007
25,520.0,1.608,1.23,98.77,0.006
26,520.0,1.751,1.44,98.56,0.007
27,520.0,1.656,1.23,98.77,0.006
28,520.0,1.745,1.44,98.56,0.007
29,520.0,1.694,1.44,98.56,0.007
30,520.0,1.663,1.44,98.56,0.007
