iter,fitness,time,XPL,XPT,DIV
0,48590.0,0.066,100.0,0.0,0.487
1,28307.0,0.66,44.56,55.44,0.217
2,16573.0,0.654,26.08,73.92,0.127
3,9362.0,0.873,15.61,84.39,0.076
4,5197.0,1.879,10.68,89.32,0.052
5,2632.0,2.747,7.39,92.61,0.036
6,1381.0,3.385,5.13,94.87,0.025
7,788.0,3.626,3.9,96.1,0.019
8,505.0,3.644,2.87,97.13,0.014
9,394.0,3.624,2.05,97.95,0.01
10,349.0,3.473,1.44,98.56,0.007
11,330.0,3.685,1.23,98.77,0.006
12,328.0,3.573,1.03,98.97,0.005
13,326.0,3.41,1.23,98.77,0.006
14,326.0,3.339,1.03,98.97,0.005
15,326.0,3.302,1.03,98.97,0.005
16,325.0,3.249,1.03,98.97,0.005
17,319.0,3.238,1.03,98.97,0.005
18,319.0,3.241,0.82,99.18,0.004
19,319.0,3.364,1.03,98.97,0.005
20,319.0,3.014,0.82,99.18,0.004
21,318.0,3.045,0.82,99.18,0.004
22,318.0,3.028,0.82,99.18,0.004
23,318.0,3.077,0.82,99.18,0.004
24,318.0,3.197,0.82,99.18,0.004
25,317.0,2.968,1.03,98.97,0.005
26,317.0,3.135,1.03,98.97,0.005
27,317.0,3.157,1.03,98.97,0.005
28,317.0,3.063,1.03,98.97,0.005
29,317.0,3.059,1.03,98.97,0.005
30,317.0,3.075,1.03,98.97,0.005
