iter,fitness,time,XPL,XPT,DIV
0,72783.0,0.102,100.0,0.0,0.487
1,49394.0,1.105,40.66,59.34,0.198
2,32797.0,1.107,27.93,72.07,0.136
3,21503.0,1.099,18.69,81.31,0.091
4,14185.0,1.096,12.53,87.47,0.061
5,9267.0,1.093,8.42,91.58,0.041
6,5663.0,1.104,5.95,94.05,0.029
7,3547.0,1.585,3.9,96.1,0.019
8,2003.0,3.077,3.08,96.92,0.015
9,1032.0,3.794,2.26,97.74,0.011
10,509.0,4.237,1.64,98.36,0.008
11,176.0,4.11,1.03,98.97,0.005
12,79.0,3.932,0.62,99.38,0.003
13,75.0,3.709,0.41,99.59,0.002
14,74.0,3.859,0.41,99.59,0.002
15,73.0,3.785,0.41,99.59,0.002
16,73.0,3.826,0.41,99.59,0.002
17,73.0,3.752,0.41,99.59,0.002
18,72.0,3.925,0.41,99.59,0.002
19,72.0,3.946,0.41,99.59,0.002
20,72.0,3.936,0.41,99.59,0.002
21,72.0,3.753,0.41,99.59,0.002
22,72.0,3.899,0.41,99.59,0.002
23,72.0,3.677,0.21,99.79,0.001
24,72.0,3.742,0.21,99.79,0.001
25,72.0,3.861,0.21,99.79,0.001
26,72.0,3.918,0.41,99.59,0.002
27,72.0,3.768,0.41,99.59,0.002
28,72.0,3.601,0.21,99.79,0.001
29,72.0,3.834,0.41,99.59,0.002
30,72.0,4.02,0.41,99.59,0.002
