iter,fitness,time,XPL,XPT,DIV
0,71320.0,0.103,100.0,0.0,0.487
1,42962.0,1.044,44.76,55.24,0.218
2,25026.0,1.041,27.31,72.69,0.133
3,14271.0,1.019,16.02,83.98,0.078
4,7861.0,1.016,9.45,90.55,0.046
5,4264.0,1.258,5.54,94.46,0.027
6,2187.0,3.336,4.11,95.89,0.02
7,1065.0,5.208,2.87,97.13,0.014
8,266.0,5.28,2.05,97.95,0.01
9,132.0,5.355,1.23,98.77,0.006
10,91.0,5.25,1.03,98.97,0.005
11,84.0,5.385,0.82,99.18,0.004
12,83.0,5.502,0.41,99.59,0.002
13,82.0,5.122,0.41,99.59,0.002
14,81.0,5.56,0.41,99.59,0.002
15,81.0,4.84,0.41,99.59,0.002
16,80.0,4.956,0.41,99.59,0.002
17,79.0,4.737,0.41,99.59,0.002
18,79.0,4.737,0.41,99.59,0.002
19,79.0,4.751,0.41,99.59,0.002
20,79.0,4.26,0.41,99.59,0.002
21,79.0,4.197,0.41,99.59,0.002
22,79.0,4.393,0.41,99.59,0.002
23,79.0,4.422,0.41,99.59,0.002
24,79.0,4.423,0.41,99.59,0.002
25,79.0,4.573,0.41,99.59,0.002
26,79.0,4.588,0.41,99.59,0.002
27,79.0,4.581,0.41,99.59,0.002
28,79.0,4.815,0.41,99.59,0.002
29,79.0,4.564,0.41,99.59,0.002
30,79.0,4.309,0.41,99.59,0.002
