iter,fitness,time,XPL,XPT,DIV
0,49294.0,0.068,100.0,0.0,0.487
1,33973.0,0.786,35.52,64.48,0.173
2,26084.0,0.773,20.53,79.47,0.1
3,20213.0,0.775,15.4,84.6,0.075
4,15363.0,0.821,11.91,88.09,0.058
5,11163.0,0.978,9.45,90.55,0.046
6,8455.0,1.228,7.39,92.61,0.036
7,6034.0,1.669,5.95,94.05,0.029
8,4248.0,1.996,5.34,94.66,0.026
9,3063.0,2.339,4.31,95.69,0.021
10,2211.0,2.544,3.49,96.51,0.017
11,1611.0,2.683,3.08,96.92,0.015
12,1091.0,2.579,2.46,97.54,0.012
13,725.0,2.609,1.85,98.15,0.009
14,495.0,2.689,1.64,98.36,0.008
15,413.0,2.739,1.23,98.77,0.006
16,346.0,3.164,1.23,98.77,0.006
17,331.0,2.875,1.03,98.97,0.005
18,327.0,3.074,0.82,99.18,0.004
19,322.0,3.013,1.03,98.97,0.005
20,321.0,3.274,1.03,98.97,0.005
21,321.0,3.199,1.03,98.97,0.005
22,321.0,3.221,1.03,98.97,0.005
23,318.0,3.492,1.23,98.77,0.006
24,318.0,3.147,0.82,99.18,0.004
25,318.0,3.424,1.03,98.97,0.005
26,316.0,3.657,1.03,98.97,0.005
27,316.0,3.48,1.23,98.77,0.006
28,316.0,3.491,1.23,98.77,0.006
29,316.0,3.345,1.03,98.97,0.005
30,316.0,3.522,1.03,98.97,0.005
