iter,fitness,time,XPL,XPT,DIV
0,49603.0,0.067,100.0,0.0,0.488
1,15142.0,0.797,44.88,55.12,0.219
2,2556.0,2.849,13.73,86.27,0.067
3,362.0,4.494,4.1,95.9,0.02
4,328.0,2.783,1.84,98.16,0.009
5,325.0,2.609,1.43,98.57,0.007
6,324.0,2.502,1.43,98.57,0.007
7,323.0,2.32,0.61,99.39,0.003
8,323.0,2.261,0.61,99.39,0.003
9,323.0,2.199,0.61,99.39,0.003
10,321.0,2.152,0.61,99.39,0.003
11,321.0,2.195,0.61,99.39,0.003
12,321.0,2.195,0.61,99.39,0.003
13,321.0,2.131,0.61,99.39,0.003
14,321.0,2.193,0.61,99.39,0.003
15,321.0,2.194,0.61,99.39,0.003
16,321.0,2.139,0.61,99.39,0.003
17,321.0,2.225,0.61,99.39,0.003
18,319.0,2.205,0.61,99.39,0.003
19,318.0,2.292,0.82,99.18,0.004
20,318.0,2.246,0.82,99.18,0.004
21,318.0,2.31,0.82,99.18,0.004
22,318.0,2.414,1.02,98.98,0.005
23,318.0,2.305,0.82,99.18,0.004
24,318.0,2.405,0.82,99.18,0.004
25,318.0,2.212,0.82,99.18,0.004
26,318.0,2.191,0.61,99.39,0.003
27,318.0,2.236,0.82,99.18,0.004
28,318.0,2.217,0.82,99.18,0.004
29,318.0,2.169,0.82,99.18,0.004
30,318.0,2.26,0.82,99.18,0.004
