iter,fitness,time,XPL,XPT,DIV
0,49781.0,0.066,100.0,0.0,0.487
1,49592.0,0.101,78.44,21.56,0.382
2,48479.0,0.1,78.03,21.97,0.38
3,48246.0,0.099,75.98,24.02,0.37
4,47996.0,0.101,77.21,22.79,0.376
5,47996.0,0.1,78.23,21.77,0.381
6,47996.0,0.1,77.82,22.18,0.379
7,47852.0,0.101,77.0,23.0,0.375
8,47852.0,0.101,78.23,21.77,0.381
9,47852.0,0.101,77.62,22.38,0.378
10,47852.0,0.103,77.62,22.38,0.378
11,47852.0,0.102,76.39,23.61,0.372
12,47852.0,0.101,77.0,23.0,0.375
13,47852.0,0.103,78.44,21.56,0.382
14,47852.0,0.101,78.44,21.56,0.382
15,47319.0,0.1,78.64,21.36,0.383
16,47319.0,0.1,78.03,21.97,0.38
17,47319.0,0.099,77.0,23.0,0.375
18,47319.0,0.099,77.21,22.79,0.376
19,47319.0,0.1,78.03,21.97,0.38
20,47319.0,0.101,77.62,22.38,0.378
21,47319.0,0.1,78.03,21.97,0.38
22,47319.0,0.1,78.03,21.97,0.38
23,47319.0,0.1,76.39,23.61,0.372
24,47319.0,0.1,77.82,22.18,0.379
25,47319.0,0.1,77.82,22.18,0.379
26,47319.0,0.102,77.62,22.38,0.378
27,47319.0,0.1,78.64,21.36,0.383
28,47319.0,0.1,78.44,21.56,0.382
29,47319.0,0.103,78.64,21.36,0.383
30,47319.0,0.104,78.44,21.56,0.382
