iter,fitness,time,XPL,XPT,DIV
0,48905.0,0.066,100.0,0.0,0.488
1,33108.0,0.777,35.45,64.55,0.173
2,25500.0,0.764,20.29,79.71,0.099
3,19651.0,0.782,14.96,85.04,0.073
4,15002.0,0.838,12.09,87.91,0.059
5,11565.0,0.963,9.43,90.57,0.046
6,8370.0,1.122,8.2,91.8,0.04
7,5486.0,1.479,6.35,93.65,0.031
8,3952.0,2.032,5.33,94.67,0.026
9,2487.0,2.135,4.51,95.49,0.022
10,1756.0,2.666,3.69,96.31,0.018
11,1131.0,2.734,2.87,97.13,0.014
12,667.0,2.711,2.25,97.75,0.011
13,448.0,2.82,1.84,98.16,0.009
14,376.0,3.042,1.43,98.57,0.007
15,343.0,2.822,1.23,98.77,0.006
16,331.0,2.721,0.82,99.18,0.004
17,326.0,2.959,1.02,98.98,0.005
18,322.0,2.949,0.82,99.18,0.004
19,322.0,3.077,0.61,99.39,0.003
20,319.0,3.223,0.82,99.18,0.004
21,317.0,3.134,0.82,99.18,0.004
22,316.0,3.311,0.82,99.18,0.004
23,316.0,3.177,0.82,99.18,0.004
24,316.0,3.17,0.82,99.18,0.004
25,316.0,3.554,1.02,98.98,0.005
26,316.0,3.455,0.82,99.18,0.004
27,315.0,3.201,0.82,99.18,0.004
28,315.0,3.237,0.82,99.18,0.004
29,315.0,3.365,0.82,99.18,0.004
30,315.0,3.307,1.02,98.98,0.005
