iter,fitness,time,XPL,XPT,DIV
0,71865.0,0.292,100.0,0.0,0.488
1,27780.0,1.325,45.49,54.51,0.222
2,7328.0,1.307,15.98,84.02,0.078
3,1620.0,4.482,5.33,94.67,0.026
4,183.0,7.152,2.25,97.75,0.011
5,77.0,5.52,1.02,98.98,0.005
6,75.0,4.666,0.61,99.39,0.003
7,74.0,4.376,0.2,99.8,0.001
8,72.0,4.103,0.41,99.59,0.002
9,72.0,4.427,0.41,99.59,0.002
10,72.0,4.253,0.41,99.59,0.002
11,72.0,4.264,0.41,99.59,0.002
12,72.0,4.259,0.41,99.59,0.002
13,72.0,4.356,0.41,99.59,0.002
14,72.0,4.303,0.41,99.59,0.002
15,72.0,4.246,0.41,99.59,0.002
16,72.0,4.142,0.2,99.8,0.001
17,72.0,4.333,0.2,99.8,0.001
18,72.0,4.451,0.41,99.59,0.002
19,72.0,4.218,0.2,99.8,0.001
20,72.0,4.21,0.41,99.59,0.002
21,72.0,4.242,0.41,99.59,0.002
22,72.0,4.19,0.2,99.8,0.001
23,72.0,4.246,0.41,99.59,0.002
24,72.0,4.433,0.41,99.59,0.002
25,72.0,4.212,0.41,99.59,0.002
26,72.0,4.287,0.41,99.59,0.002
27,72.0,4.118,0.41,99.59,0.002
28,72.0,4.384,0.41,99.59,0.002
29,72.0,4.156,0.41,99.59,0.002
30,72.0,4.153,0.41,99.59,0.002
