iter,fitness,time,XPL,XPT,DIV
0,49370.0,0.069,100.0,0.0,0.488
1,17648.0,0.797,44.47,55.53,0.217
2,4590.0,2.173,18.24,81.76,0.089
3,1039.0,5.323,7.17,92.83,0.035
4,395.0,4.39,3.07,96.93,0.015
5,332.0,3.315,1.64,98.36,0.008
6,325.0,3.195,1.23,98.77,0.006
7,323.0,3.108,0.61,99.39,0.003
8,321.0,2.984,0.82,99.18,0.004
9,321.0,2.972,0.61,99.39,0.003
10,321.0,3.042,0.61,99.39,0.003
11,321.0,3.013,0.82,99.18,0.004
12,321.0,2.873,0.82,99.18,0.004
13,321.0,3.107,0.82,99.18,0.004
14,321.0,3.124,0.82,99.18,0.004
15,321.0,2.972,0.61,99.39,0.003
16,321.0,2.936,0.61,99.39,0.003
17,321.0,3.059,0.61,99.39,0.003
18,321.0,2.87,0.61,99.39,0.003
19,321.0,2.96,0.61,99.39,0.003
20,321.0,3.114,0.61,99.39,0.003
21,321.0,3.056,0.61,99.39,0.003
22,321.0,2.873,0.61,99.39,0.003
23,321.0,2.984,0.61,99.39,0.003
24,321.0,2.811,0.61,99.39,0.003
25,321.0,2.96,0.61,99.39,0.003
26,321.0,2.957,0.61,99.39,0.003
27,321.0,2.917,0.61,99.39,0.003
28,321.0,3.102,0.82,99.18,0.004
29,321.0,2.847,0.61,99.39,0.003
30,321.0,2.957,0.61,99.39,0.003
