iter,fitness,time,XPL,XPT,DIV
0,48750.0,0.069,100.0,0.0,0.487
1,32126.0,0.785,40.25,59.75,0.196
2,20945.0,0.862,26.69,73.31,0.13
3,12967.0,0.852,18.07,81.93,0.088
4,8292.0,1.141,12.53,87.47,0.061
5,5154.0,1.701,8.62,91.38,0.042
6,3149.0,2.762,6.78,93.22,0.033
7,1770.0,3.177,4.93,95.07,0.024
8,1039.0,3.259,3.49,96.51,0.017
9,630.0,3.121,2.67,97.33,0.013
10,429.0,3.115,1.64,98.36,0.008
11,340.0,3.206,1.44,98.56,0.007
12,326.0,3.128,0.82,99.18,0.004
13,324.0,3.093,0.82,99.18,0.004
14,324.0,3.058,0.82,99.18,0.004
15,323.0,3.119,0.62,99.38,0.003
16,323.0,3.122,0.82,99.18,0.004
17,323.0,3.049,0.62,99.38,0.003
18,323.0,3.228,0.62,99.38,0.003
19,323.0,3.11,0.62,99.38,0.003
20,323.0,3.082,0.62,99.38,0.003
21,323.0,3.164,0.62,99.38,0.003
22,323.0,3.32,0.82,99.18,0.004
23,323.0,3.14,0.62,99.38,0.003
24,323.0,3.053,0.82,99.18,0.004
25,323.0,3.241,0.82,99.18,0.004
26,323.0,3.261,0.82,99.18,0.004
27,323.0,3.205,0.82,99.18,0.004
28,323.0,3.28,0.62,99.38,0.003
29,323.0,3.246,0.62,99.38,0.003
30,323.0,3.397,0.82,99.18,0.004
