iter,fitness,time,XPL,XPT,DIV
0,49174.0,0.065,100.0,0.0,0.487
1,28816.0,0.655,44.56,55.44,0.217
2,16022.0,0.679,26.49,73.51,0.129
3,8897.0,0.995,15.4,84.6,0.075
4,4939.0,2.065,10.47,89.53,0.051
5,2514.0,2.902,7.8,92.2,0.038
6,1198.0,3.386,5.54,94.46,0.027
7,534.0,3.486,3.08,96.92,0.015
8,358.0,3.192,1.85,98.15,0.009
9,341.0,3.362,1.85,98.15,0.009
10,330.0,3.378,1.64,98.36,0.008
11,328.0,3.419,1.03,98.97,0.005
12,326.0,3.394,1.03,98.97,0.005
13,322.0,3.203,0.82,99.18,0.004
14,320.0,3.203,1.03,98.97,0.005
15,319.0,3.389,1.03,98.97,0.005
16,319.0,3.183,1.03,98.97,0.005
17,319.0,3.12,0.82,99.18,0.004
18,318.0,3.279,1.03,98.97,0.005
19,318.0,3.197,1.03,98.97,0.005
20,317.0,3.081,1.03,98.97,0.005
21,317.0,3.0,1.03,98.97,0.005
22,317.0,3.249,1.03,98.97,0.005
23,317.0,2.972,1.03,98.97,0.005
24,317.0,3.006,1.03,98.97,0.005
25,317.0,3.005,1.03,98.97,0.005
26,316.0,3.022,0.82,99.18,0.004
27,316.0,2.894,0.82,99.18,0.004
28,316.0,2.845,1.03,98.97,0.005
29,316.0,3.02,1.03,98.97,0.005
30,316.0,3.005,1.03,98.97,0.005
