iter,fitness,time,XPL,XPT,DIV
0,245847.0,0.515,100.0,0.0,0.488
1,96126.0,5.337,46.31,53.69,0.226
2,28786.0,5.222,17.01,82.99,0.083
3,6142.0,5.589,5.12,94.88,0.025
4,1220.0,68.799,1.84,98.16,0.009
5,115.0,92.717,1.02,98.98,0.005
6,60.0,66.011,0.41,99.59,0.002
7,59.0,53.966,0.2,99.8,0.001
8,58.0,53.129,0.2,99.8,0.001
9,57.0,49.997,0.2,99.8,0.001
10,57.0,50.166,0.2,99.8,0.001
11,57.0,50.872,0.2,99.8,0.001
12,57.0,50.573,0.2,99.8,0.001
13,57.0,50.286,0.2,99.8,0.001
14,57.0,50.631,0.2,99.8,0.001
15,57.0,48.575,0.2,99.8,0.001
16,57.0,48.798,0.2,99.8,0.001
17,57.0,48.47,0.2,99.8,0.001
18,57.0,51.009,0.2,99.8,0.001
19,57.0,50.433,0.2,99.8,0.001
20,57.0,49.504,0.2,99.8,0.001
21,57.0,49.809,0.2,99.8,0.001
22,57.0,48.039,0.2,99.8,0.001
23,57.0,51.9,0.2,99.8,0.001
24,57.0,52.761,0.2,99.8,0.001
25,57.0,52.113,0.2,99.8,0.001
26,57.0,53.08,0.2,99.8,0.001
27,57.0,51.351,0.2,99.8,0.001
28,57.0,52.153,0.2,99.8,0.001
29,57.0,53.878,0.2,99.8,0.001
30,57.0,52.512,0.2,99.8,0.001
