iter,fitness,time,XPL,XPT,DIV
0,249871.0,0.502,100.0,0.0,0.488
1,96927.0,5.092,46.31,53.69,0.226
2,28338.0,4.99,16.8,83.2,0.082
3,6848.0,54.473,5.53,94.47,0.027
4,1511.0,200.483,2.46,97.54,0.012
5,266.0,155.361,1.02,98.98,0.005
6,182.0,110.864,0.41,99.59,0.002
7,178.0,97.406,0.41,99.59,0.002
8,178.0,94.109,0.2,99.8,0.001
9,177.0,96.053,0.2,99.8,0.001
10,177.0,98.752,0.41,99.59,0.002
11,177.0,97.578,0.41,99.59,0.002
12,177.0,99.017,0.41,99.59,0.002
13,177.0,95.434,0.41,99.59,0.002
14,177.0,100.095,0.2,99.8,0.001
15,177.0,91.683,0.2,99.8,0.001
16,177.0,92.913,0.2,99.8,0.001
17,177.0,97.539,0.41,99.59,0.002
18,177.0,96.04,0.41,99.59,0.002
19,177.0,101.02,0.41,99.59,0.002
20,177.0,95.95,0.41,99.59,0.002
21,177.0,103.868,0.41,99.59,0.002
22,177.0,108.396,0.41,99.59,0.002
23,176.0,109.258,0.2,99.8,0.001
24,176.0,107.316,0.2,99.8,0.001
25,175.0,96.057,0.2,99.8,0.001
26,174.0,101.025,0.2,99.8,0.001
27,173.0,97.423,0.2,99.8,0.001
28,173.0,101.928,0.41,99.59,0.002
29,173.0,99.37,0.2,99.8,0.001
30,173.0,96.431,0.2,99.8,0.001
