MH,FITNESS
SCA,27.229318310432497
SCA,28.84341827358976
SCA,28.038819622072477
SCA,27.408848069339506
SCA,26.581716801891822
SCA,27.291098881150933
SCA,26.682366164168453
SCA,28.0476718154526
SCA,26.4177000744145
SCA,28.027019570528733
SCA,26.661702207008293
SCA,27.24356860559447
SCA,27.31313644652913
SCA,28.033233249298853
SCA,27.518036893842023
SCA,27.709678848565957
SCA,27.304869683418456
SCA,27.394348978672674
SCA,27.533642516946657
SCA,27.09985636693332
SCA,27.254547015941075
SCA,27.221756946024687
SCA,27.45894095651949
SCA,28.848991863249683
SCA,27.064866143260524
SCA,27.114626312715693
SCA,26.7252809675303
SCA,27.291776351839705
SCA,28.654136607568745
SCA,27.31967766637132
SCA,27.310489324055364
PSA,90078.19020851556
PSA,3040.703317485837
PSA,90024.4898202078
PSA,92.14156027740312
PSA,90020.98890713973
PSA,79906827.1693445
PSA,80122850.18018448
PSA,90071.00256351155
PSA,80035714.99557799
PSA,80032832.53633565
PSA,3040.1045697277405
PSA,90021.23653189349
PSA,90002.24546967576
PSA,29.444803587684188
PSA,90009.51299917561
PSA,80122817.28656133
PSA,80032838.01521288
PSA,90002.25564659403
PSA,79948828.02315968
PSA,90010.44423161182
PSA,90018.57420348897
PSA,96.78426809078078
PSA,3028.32225812576
PSA,90016.72958274672
PSA,90020.92824939179
PSA,79942304.3500592
PSA,90019.09271992015
PSA,22.19636513852228
PSA,91.08055968193412
PSA,90009.5510607134
PSA,80032813.45301215
GWO,27.206960072506902
GWO,26.93018475809352
GWO,27.24884615658526
GWO,27.29944798972167
GWO,27.291128864614247
GWO,27.207040678444475
GWO,28.04789052308549
GWO,27.206960091112848
GWO,27.2350416401978
GWO,27.206960183441133
GWO,27.20696014301728
GWO,26.961901146469483
GWO,27.12436096811657
GWO,27.321741789565497
GWO,27.20696010888416
GWO,27.206960177207662
GWO,27.20696032680157
GWO,27.2069600720538
GWO,27.20696007770385
GWO,27.082522934223174
GWO,26.836245824690447
GWO,27.220916096345743
GWO,27.206960072557496
GWO,27.20696008733058
GWO,27.16178672812703
GWO,27.116213182518177
GWO,27.2069600692679
GWO,27.26877767740765
GWO,27.206960083320425
GWO,27.206960067827666
GWO,27.206960123252365
GO,55.50846198277347
GO,49.22323663613613
GO,52.48069811467917
GO,56.07443989982327
GO,37.84119141915875
GO,65.87470082158849
GO,87.00975159360205
GO,55.85848165252175
GO,53.66194346081623
GO,66.88257003115343
GO,48.21212369831786
GO,45.183873246008176
GO,54.14609580202246
GO,68.46387799713574
GO,46.27883950302072
GO,58.46714907290731
GO,54.57946111068553
GO,43.36872684979124
GO,73.8313836828706
GO,58.12794538096339
GO,45.85847929313287
GO,54.376350268038834
GO,43.14067325712346
GO,70.95654867026202
GO,70.11008420497038
GO,56.78411434649884
GO,54.6521183838171
GO,65.64064915215388
GO,176.8745338768801
GO,69.11862122351327
GO,130.1456310287876
