iter,fitness,time,XPL,XPT,DIV
0,47633.0,0.066,100.0,0.0,0.487
1,47633.0,0.101,77.82,22.18,0.379
2,47633.0,0.102,78.64,21.36,0.383
3,47633.0,0.1,78.64,21.36,0.383
4,47633.0,0.101,78.44,21.56,0.382
5,47111.0,0.101,76.39,23.61,0.372
6,47111.0,0.102,78.23,21.77,0.381
7,47111.0,0.101,78.44,21.56,0.382
8,47111.0,0.103,78.44,21.56,0.382
9,47111.0,0.105,76.39,23.61,0.372
10,47111.0,0.102,77.21,22.79,0.376
11,47111.0,0.103,77.21,22.79,0.376
12,47111.0,0.101,78.23,21.77,0.381
13,47111.0,0.101,77.62,22.38,0.378
14,47111.0,0.1,78.44,21.56,0.382
15,47111.0,0.102,78.64,21.36,0.383
16,47111.0,0.102,78.44,21.56,0.382
17,47111.0,0.101,78.23,21.77,0.381
18,47111.0,0.101,76.39,23.61,0.372
19,47111.0,0.101,77.41,22.59,0.377
20,47111.0,0.099,78.23,21.77,0.381
21,47111.0,0.1,78.85,21.15,0.384
22,47111.0,0.1,75.77,24.23,0.369
23,46994.0,0.101,77.82,22.18,0.379
24,46994.0,0.102,76.18,23.82,0.371
25,46994.0,0.1,78.03,21.97,0.38
26,46963.0,0.1,78.03,21.97,0.38
27,46963.0,0.1,76.18,23.82,0.371
28,46963.0,0.101,77.62,22.38,0.378
29,46963.0,0.101,78.44,21.56,0.382
30,46963.0,0.101,78.85,21.15,0.384
