iter,fitness,time,XPL,XPT,DIV
0,49307.0,0.065,100.0,0.0,0.487
1,48164.0,0.101,78.23,21.77,0.381
2,47994.0,0.101,78.85,21.15,0.384
3,47994.0,0.102,78.23,21.77,0.381
4,47994.0,0.103,75.98,24.02,0.37
5,47994.0,0.1,77.41,22.59,0.377
6,47112.0,0.101,76.39,23.61,0.372
7,47112.0,0.101,77.62,22.38,0.378
8,47112.0,0.101,77.82,22.18,0.379
9,47112.0,0.101,78.44,21.56,0.382
10,47112.0,0.1,78.64,21.36,0.383
11,47112.0,0.1,77.41,22.59,0.377
12,47112.0,0.1,78.23,21.77,0.381
13,46955.0,0.1,77.62,22.38,0.378
14,46955.0,0.1,77.62,22.38,0.378
15,46955.0,0.1,78.64,21.36,0.383
16,46955.0,0.1,78.64,21.36,0.383
17,46955.0,0.1,75.98,24.02,0.37
18,46955.0,0.101,77.41,22.59,0.377
19,46931.0,0.1,78.23,21.77,0.381
20,46931.0,0.1,78.23,21.77,0.381
21,46931.0,0.1,78.23,21.77,0.381
22,46931.0,0.099,78.44,21.56,0.382
23,46931.0,0.099,78.44,21.56,0.382
24,46931.0,0.101,78.64,21.36,0.383
25,46931.0,0.1,76.59,23.41,0.373
26,46931.0,0.101,77.82,22.18,0.379
27,46931.0,0.102,78.23,21.77,0.381
28,46931.0,0.101,78.44,21.56,0.382
29,46931.0,0.1,77.82,22.18,0.379
30,46931.0,0.102,78.23,21.77,0.381
