iter,fitness,time,XPL,XPT,DIV
0,246057.0,0.513,100.0,0.0,0.487
1,96222.0,5.452,46.0,54.0,0.224
2,28137.0,5.39,17.04,82.96,0.083
3,6481.0,6.293,4.93,95.07,0.024
4,1148.0,71.067,1.85,98.15,0.009
5,110.0,98.286,0.82,99.18,0.004
6,61.0,77.241,0.62,99.38,0.003
7,58.0,67.345,0.41,99.59,0.002
8,57.0,59.334,0.21,99.79,0.001
9,57.0,55.696,0.21,99.79,0.001
10,57.0,53.296,0.21,99.79,0.001
11,57.0,51.369,0.21,99.79,0.001
12,57.0,55.036,0.21,99.79,0.001
13,57.0,52.663,0.21,99.79,0.001
14,57.0,51.877,0.21,99.79,0.001
15,57.0,49.749,0.21,99.79,0.001
16,57.0,52.173,0.21,99.79,0.001
17,57.0,51.864,0.21,99.79,0.001
18,57.0,51.524,0.21,99.79,0.001
19,57.0,55.501,0.21,99.79,0.001
20,57.0,54.686,0.21,99.79,0.001
21,57.0,50.314,0.21,99.79,0.001
22,57.0,54.258,0.21,99.79,0.001
23,57.0,52.506,0.21,99.79,0.001
24,57.0,55.059,0.21,99.79,0.001
25,57.0,51.799,0.21,99.79,0.001
26,57.0,49.912,0.21,99.79,0.001
27,57.0,52.705,0.21,99.79,0.001
28,57.0,54.365,0.21,99.79,0.001
29,57.0,52.642,0.21,99.79,0.001
30,57.0,52.256,0.21,99.79,0.001
