iter,fitness,time,XPL,XPT,DIV
0,71115.0,0.108,100.0,0.0,0.488
1,41927.0,1.044,44.88,55.12,0.219
2,24616.0,1.024,26.84,73.16,0.131
3,14317.0,1.038,16.19,83.81,0.079
4,8001.0,1.065,9.43,90.57,0.046
5,3979.0,1.513,5.74,94.26,0.028
6,2053.0,2.737,3.69,96.31,0.018
7,984.0,3.95,2.66,97.34,0.013
8,434.0,4.624,1.64,98.36,0.008
9,132.0,4.759,1.23,98.77,0.006
10,79.0,4.576,0.82,99.18,0.004
11,74.0,4.532,0.41,99.59,0.002
12,73.0,4.328,0.41,99.59,0.002
13,72.0,4.284,0.2,99.8,0.001
14,72.0,4.425,0.41,99.59,0.002
15,72.0,4.459,0.41,99.59,0.002
16,72.0,4.193,0.41,99.59,0.002
17,72.0,4.426,0.41,99.59,0.002
18,72.0,4.116,0.41,99.59,0.002
19,72.0,4.23,0.41,99.59,0.002
20,72.0,4.201,0.41,99.59,0.002
21,72.0,4.185,0.2,99.8,0.001
22,72.0,4.17,0.41,99.59,0.002
23,72.0,4.364,0.41,99.59,0.002
24,72.0,3.956,0.41,99.59,0.002
25,72.0,3.975,0.2,99.8,0.001
26,72.0,4.09,0.41,99.59,0.002
27,72.0,3.964,0.41,99.59,0.002
28,72.0,4.044,0.41,99.59,0.002
29,72.0,4.105,0.41,99.59,0.002
30,72.0,4.181,0.41,99.59,0.002
