iter,fitness,time,XPL,XPT,DIV
0,49570.0,0.07,100.0,0.0,0.487
1,33718.0,0.762,39.43,60.57,0.192
2,22484.0,0.788,27.52,72.48,0.134
3,14609.0,0.941,18.48,81.52,0.09
4,9381.0,1.079,12.73,87.27,0.062
5,5742.0,1.786,9.24,90.76,0.045
6,3286.0,2.574,7.19,92.81,0.035
7,1895.0,2.886,5.13,94.87,0.025
8,1215.0,3.115,3.9,96.1,0.019
9,778.0,3.277,3.08,96.92,0.015
10,458.0,3.245,2.46,97.54,0.012
11,380.0,3.456,1.64,98.36,0.008
12,344.0,3.375,1.44,98.56,0.007
13,336.0,3.182,1.03,98.97,0.005
14,332.0,3.426,1.03,98.97,0.005
15,332.0,3.395,1.03,98.97,0.005
16,332.0,3.376,1.03,98.97,0.005
17,331.0,3.214,1.03,98.97,0.005
18,329.0,3.303,1.03,98.97,0.005
19,329.0,3.461,1.03,98.97,0.005
20,327.0,3.397,1.03,98.97,0.005
21,327.0,3.701,1.23,98.77,0.006
22,327.0,3.503,1.23,98.77,0.006
23,327.0,3.773,1.23,98.77,0.006
24,327.0,3.796,1.23,98.77,0.006
25,327.0,3.653,1.23,98.77,0.006
26,327.0,3.752,1.23,98.77,0.006
27,327.0,3.503,1.03,98.97,0.005
28,327.0,3.604,1.23,98.77,0.006
29,327.0,3.578,1.03,98.97,0.005
30,327.0,3.723,1.23,98.77,0.006
