iter,fitness,time,XPL,XPT,DIV
0,48679.0,0.072,100.0,0.0,0.487
1,16083.0,0.849,44.76,55.24,0.218
2,3197.0,2.78,15.2,84.8,0.074
3,554.0,4.596,4.93,95.07,0.024
4,330.0,2.976,1.44,98.56,0.007
5,325.0,2.426,0.82,99.18,0.004
6,324.0,2.137,0.62,99.38,0.003
7,321.0,2.205,0.62,99.38,0.003
8,321.0,2.348,0.62,99.38,0.003
9,321.0,2.29,0.62,99.38,0.003
10,321.0,2.21,0.62,99.38,0.003
11,321.0,2.235,0.62,99.38,0.003
12,321.0,2.227,0.62,99.38,0.003
13,321.0,2.188,0.62,99.38,0.003
14,321.0,2.244,0.62,99.38,0.003
15,321.0,2.172,0.62,99.38,0.003
16,321.0,2.149,0.62,99.38,0.003
17,321.0,2.278,0.82,99.18,0.004
18,321.0,2.175,0.62,99.38,0.003
19,321.0,2.282,0.62,99.38,0.003
20,321.0,2.196,0.62,99.38,0.003
21,321.0,2.464,0.82,99.18,0.004
22,321.0,2.267,0.62,99.38,0.003
23,321.0,2.286,0.62,99.38,0.003
24,321.0,2.257,0.62,99.38,0.003
25,321.0,2.26,0.62,99.38,0.003
26,321.0,2.261,0.62,99.38,0.003
27,321.0,2.155,0.62,99.38,0.003
28,321.0,2.22,0.62,99.38,0.003
29,321.0,2.254,0.62,99.38,0.003
30,320.0,2.184,0.82,99.18,0.004
