MH,FITNESS
SCA,520.0
SCA,525.0
SCA,520.0
SCA,522.0
SCA,520.0
SCA,523.0
SCA,522.0
SCA,520.0
SCA,520.0
SCA,522.0
SCA,520.0
SCA,522.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,522.0
SCA,520.0
SCA,529.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,520.0
SCA,525.0
SCA,520.0
SCA,522.0
SCA,520.0
SCA,520.0
PSA,520.0
PSA,522.0
PSA,520.0
PSA,520.0
PSA,522.0
PSA,520.0
PSA,525.0
PSA,520.0
PSA,522.0
PSA,522.0
PSA,520.0
PSA,526.0
PSA,520.0
PSA,522.0
PSA,520.0
PSA,522.0
PSA,520.0
PSA,522.0
PSA,522.0
PSA,520.0
PSA,520.0
PSA,520.0
PSA,529.0
PSA,520.0
PSA,523.0
PSA,522.0
PSA,520.0
PSA,520.0
PSA,520.0
PSA,520.0
PSA,526.0
GWO,521.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,522.0
GWO,520.0
GWO,522.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,520.0
GWO,522.0
GWO,522.0
GWO,520.0
GWO,522.0
GWO,525.0
GWO,520.0
GWO,522.0
GWO,522.0
GWO,520.0
GWO,523.0
GWO,522.0
GWO,520.0
GWO,523.0
GO,522.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,522.0
GO,520.0
GO,520.0
GO,520.0
GO,523.0
GO,520.0
GO,522.0
GO,520.0
GO,522.0
GO,520.0
GO,520.0
GO,520.0
GO,522.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,520.0
GO,522.0
