iter,fitness,time,XPL,XPT,DIV
0,49257.0,0.067,100.0,0.0,0.487
1,34022.0,0.773,36.76,63.24,0.179
2,25959.0,0.778,20.94,79.06,0.102
3,20015.0,0.77,15.61,84.39,0.076
4,15502.0,0.826,12.32,87.68,0.06
5,11798.0,0.94,9.86,90.14,0.048
6,8852.0,1.138,8.01,91.99,0.039
7,6449.0,1.584,6.78,93.22,0.033
8,4585.0,2.077,5.54,94.46,0.027
9,3304.0,2.354,4.52,95.48,0.022
10,2334.0,2.316,3.9,96.1,0.019
11,1631.0,2.504,3.49,96.51,0.017
12,1180.0,2.573,2.67,97.33,0.013
13,815.0,2.619,2.46,97.54,0.012
14,513.0,2.576,2.05,97.95,0.01
15,411.0,2.739,1.85,98.15,0.009
16,366.0,3.052,1.44,98.56,0.007
17,344.0,2.823,1.03,98.97,0.005
18,333.0,2.88,1.03,98.97,0.005
19,329.0,2.955,0.82,99.18,0.004
20,326.0,2.952,0.82,99.18,0.004
21,324.0,3.052,0.82,99.18,0.004
22,322.0,3.338,0.82,99.18,0.004
23,322.0,3.244,0.82,99.18,0.004
24,322.0,3.218,1.03,98.97,0.005
25,321.0,3.323,1.03,98.97,0.005
26,321.0,3.403,1.03,98.97,0.005
27,319.0,3.06,0.82,99.18,0.004
28,319.0,3.388,0.82,99.18,0.004
29,319.0,3.207,0.82,99.18,0.004
30,318.0,3.117,0.82,99.18,0.004
