iter,fitness,time,XPL,XPT,DIV
0,22851.0,0.036,100.0,0.0,0.487
1,15665.0,0.369,34.7,65.3,0.169
2,11929.0,0.466,20.12,79.88,0.098
3,8848.0,0.529,15.61,84.39,0.076
4,6551.0,0.707,12.73,87.27,0.062
5,4949.0,0.923,10.68,89.32,0.052
6,3674.0,1.073,8.62,91.38,0.042
7,2707.0,1.262,7.39,92.61,0.036
8,2062.0,1.155,5.75,94.25,0.028
9,1520.0,1.179,4.72,95.28,0.023
10,1048.0,1.269,3.7,96.3,0.018
11,844.0,1.3,2.87,97.13,0.014
12,662.0,1.169,2.26,97.74,0.011
13,572.0,1.265,1.64,98.36,0.008
14,546.0,1.24,1.03,98.97,0.005
15,526.0,1.322,1.23,98.77,0.006
16,521.0,1.393,1.03,98.97,0.005
17,520.0,1.478,1.23,98.77,0.006
18,520.0,1.487,1.23,98.77,0.006
19,520.0,1.492,1.23,98.77,0.006
20,520.0,1.52,1.23,98.77,0.006
21,520.0,1.658,1.64,98.36,0.008
22,520.0,1.566,1.23,98.77,0.006
23,520.0,1.62,1.44,98.56,0.007
24,520.0,1.765,1.64,98.36,0.008
25,520.0,1.754,1.64,98.36,0.008
26,520.0,1.796,1.64,98.36,0.008
27,520.0,1.756,1.64,98.36,0.008
28,520.0,1.675,1.23,98.77,0.006
29,520.0,1.694,1.44,98.56,0.007
30,520.0,1.728,1.44,98.56,0.007
