iter,fitness,time,XPL,XPT,DIV
0,246360.0,0.529,100.0,0.0,0.487
1,108818.0,4.795,46.41,53.59,0.226
2,53441.0,4.7,20.74,79.26,0.101
3,26555.0,4.652,10.27,89.73,0.05
4,12440.0,13.655,5.13,94.87,0.025
5,5790.0,85.449,3.29,96.71,0.016
6,2220.0,169.07,2.26,97.74,0.011
7,618.0,163.76,1.44,98.56,0.007
8,242.0,131.951,0.82,99.18,0.004
9,188.0,120.042,0.62,99.38,0.003
10,183.0,111.911,0.41,99.59,0.002
11,181.0,106.034,0.41,99.59,0.002
12,179.0,112.752,0.41,99.59,0.002
13,178.0,112.91,0.41,99.59,0.002
14,178.0,110.538,0.21,99.79,0.001
15,178.0,108.947,0.21,99.79,0.001
16,178.0,108.363,0.21,99.79,0.001
17,178.0,111.687,0.21,99.79,0.001
18,178.0,106.095,0.21,99.79,0.001
19,178.0,100.863,0.21,99.79,0.001
20,178.0,112.245,0.21,99.79,0.001
21,178.0,110.325,0.21,99.79,0.001
22,178.0,98.146,0.21,99.79,0.001
23,178.0,95.715,0.21,99.79,0.001
24,178.0,95.953,0.21,99.79,0.001
25,178.0,101.444,0.21,99.79,0.001
26,178.0,97.74,0.21,99.79,0.001
27,178.0,102.328,0.21,99.79,0.001
28,178.0,90.081,0.21,99.79,0.001
29,178.0,89.666,0.21,99.79,0.001
30,178.0,88.372,0.21,99.79,0.001
