iter,fitness,time,XPL,XPT,DIV
0,48744.0,0.094,100.0,0.0,0.488
1,29309.0,0.731,45.08,54.92,0.22
2,16858.0,0.737,27.46,72.54,0.134
3,9327.0,1.104,17.01,82.99,0.083
4,4862.0,2.518,10.66,89.34,0.052
5,2558.0,3.841,7.38,92.62,0.036
6,1463.0,3.841,5.12,94.88,0.025
7,689.0,3.929,3.48,96.52,0.017
8,410.0,3.86,2.05,97.95,0.01
9,343.0,3.683,1.64,98.36,0.008
10,330.0,3.866,1.43,98.57,0.007
11,326.0,3.873,1.02,98.98,0.005
12,323.0,3.819,1.02,98.98,0.005
13,316.0,3.732,1.02,98.98,0.005
14,315.0,4.035,1.02,98.98,0.005
15,315.0,4.355,1.02,98.98,0.005
16,315.0,3.972,1.02,98.98,0.005
17,315.0,3.672,0.82,99.18,0.004
18,315.0,3.548,0.82,99.18,0.004
19,315.0,3.456,1.02,98.98,0.005
20,315.0,3.765,1.02,98.98,0.005
21,315.0,3.476,0.82,99.18,0.004
22,315.0,3.413,0.82,99.18,0.004
23,315.0,3.379,0.82,99.18,0.004
24,315.0,3.399,0.82,99.18,0.004
25,315.0,3.484,1.02,98.98,0.005
26,315.0,3.303,0.82,99.18,0.004
27,315.0,3.543,1.02,98.98,0.005
28,315.0,3.853,1.02,98.98,0.005
29,315.0,3.444,0.82,99.18,0.004
30,315.0,3.304,0.82,99.18,0.004
