iter,fitness,time,XPL,XPT,DIV
0,22888.0,0.035,100.0,0.0,0.487
1,13352.0,0.385,44.97,55.03,0.219
2,7361.0,0.602,28.34,71.66,0.138
3,4202.0,1.234,18.28,81.72,0.089
4,2178.0,1.864,11.91,88.09,0.058
5,1088.0,1.811,6.37,93.63,0.031
6,740.0,1.945,4.11,95.89,0.02
7,570.0,1.93,2.26,97.74,0.011
8,552.0,1.956,1.85,98.15,0.009
9,534.0,1.906,1.64,98.36,0.008
10,529.0,1.957,1.64,98.36,0.008
11,528.0,1.929,1.64,98.36,0.008
12,525.0,1.949,1.85,98.15,0.009
13,525.0,1.979,1.85,98.15,0.009
14,525.0,1.891,1.64,98.36,0.008
15,525.0,1.911,1.64,98.36,0.008
16,525.0,1.887,1.85,98.15,0.009
17,525.0,1.849,1.85,98.15,0.009
18,523.0,1.864,1.64,98.36,0.008
19,523.0,1.868,1.64,98.36,0.008
20,523.0,1.822,1.64,98.36,0.008
21,523.0,1.82,1.64,98.36,0.008
22,523.0,1.887,1.44,98.56,0.007
23,523.0,1.779,1.64,98.36,0.008
24,523.0,1.856,1.64,98.36,0.008
25,523.0,1.713,1.64,98.36,0.008
26,523.0,1.756,1.85,98.15,0.009
27,523.0,1.827,1.64,98.36,0.008
28,523.0,1.651,1.44,98.56,0.007
29,522.0,1.668,1.44,98.56,0.007
30,522.0,1.872,1.85,98.15,0.009
