MH,FITNESS
SCA,-4131.13002588077
SCA,-4345.23321223252
SCA,-4420.028615879194
SCA,-4701.481200942994
SCA,-4489.5476310150325
SCA,-4820.297296026986
SCA,-4413.1962626055065
SCA,-4528.9350662259385
SCA,-4531.784295741469
SCA,-4817.816535260184
SCA,-4167.979475003575
SCA,-4669.1070090554895
SCA,-4835.731027199278
SCA,-4231.976332713061
SCA,-4903.931342323817
SCA,-4312.061084440433
SCA,-5113.45111008273
SCA,-4810.899778216561
SCA,-4429.7721780523
SCA,-4035.759131005408
SCA,-5006.529658216215
SCA,-5078.483568093103
SCA,-4103.685468423824
SCA,-4267.772007967393
SCA,-4272.714358710616
SCA,-4142.360325751743
SCA,-4657.863350541286
SCA,-4749.4942037861165
SCA,-4323.943221764472
SCA,-4700.887077223643
SCA,-4384.02681098302
PSA,-5287.714719717572
PSA,-6125.680494262439
PSA,-6241.289634681739
PSA,-5403.323860136869
PSA,-6371.249670905922
PSA,-6248.465082584183
PSA,-6002.895905940697
PSA,-6002.895905940698
PSA,-4810.927262235486
PSA,-5518.933000556172
PSA,-6125.680494262439
PSA,-5641.717588877913
PSA,-5771.6776251020965
PSA,-4926.536402654786
PSA,-4442.573497270261
PSA,-5764.502177199654
PSA,-5396.14841223443
PSA,-5757.326729297212
PSA,-7678.827455030432
PSA,-5280.539271815129
PSA,-6718.077092163822
PSA,-6602.467951744523
PSA,-4319.78890894852
PSA,-5526.108448458614
PSA,-5995.720458038255
PSA,-6356.898775101039
PSA,-6479.6833634227805
PSA,-5049.320990976528
PSA,-5410.499308039312
PSA,-5764.502177199655
PSA,-4810.927262235486
GWO,-3130.8628131711275
GWO,-2960.8021713099515
GWO,-2899.297426684346
GWO,-2815.517146563913
GWO,-3002.275015446928
GWO,-3245.861201974494
GWO,-3202.656268514639
GWO,-2834.853640405669
GWO,-2873.5987559808696
GWO,-3164.680121667373
GWO,-2726.119041372965
GWO,-3045.474477321292
GWO,-3279.115206467361
GWO,-3106.9742938501604
GWO,-3117.5133335086143
GWO,-2957.9025333985524
GWO,-3228.372066734358
GWO,-3865.8881729893847
GWO,-3138.20046913791
GWO,-3199.4888671291574
GWO,-2956.5184468968223
GWO,-2899.6376254720526
GWO,-3446.4316445287795
GWO,-3456.242500721224
GWO,-3015.2837727426404
GWO,-3358.117448746987
GWO,-3040.2764133360733
GWO,-2780.180872930135
GWO,-3404.0495014267403
GWO,-2624.941433665269
GWO,-2650.739030380647
GO,-10627.910388903678
GO,-9911.500762239157
GO,-10235.856511898965
GO,-9835.222488664334
GO,-10024.866000901107
GO,-5043.813888808111
GO,-10104.785964566989
GO,-10746.94293503588
GO,-8703.644431071136
GO,-10295.35935849542
GO,-10080.840024206154
GO,-9735.307381871844
GO,-9143.842814030297
GO,-10500.99314465646
GO,-5122.082000628252
GO,-9567.998775406248
GO,-9750.612215604697
GO,-9508.610089428445
GO,-9144.011662496743
GO,-5139.755791227222
GO,-4832.831023332626
GO,-4759.324607664736
GO,-9492.832740331782
GO,-8424.648575159556
GO,-8906.07534036194
GO,-9443.128460173872
GO,-6860.661717527318
GO,-9146.19295796192
GO,-10114.836709113406
GO,-4977.904303234467
GO,-4885.129387215783
