iter,fitness,time,XPL,XPT,DIV
0,247798.0,0.504,100.0,0.0,0.488
1,151789.0,4.066,45.7,54.3,0.223
2,91934.0,4.046,28.28,71.72,0.138
3,54107.0,4.035,17.42,82.58,0.085
4,32075.0,4.001,10.45,89.55,0.051
5,18464.0,5.177,6.35,93.65,0.031
6,10358.0,18.447,3.89,96.11,0.019
7,5747.0,76.446,2.87,97.13,0.014
8,3022.0,119.047,2.05,97.95,0.01
9,1414.0,117.947,1.43,98.57,0.007
10,639.0,124.193,1.02,98.98,0.005
11,332.0,116.374,0.82,99.18,0.004
12,201.0,112.229,0.61,99.39,0.003
13,189.0,115.405,0.41,99.59,0.002
14,186.0,114.152,0.41,99.59,0.002
15,180.0,104.63,0.41,99.59,0.002
16,179.0,109.018,0.41,99.59,0.002
17,177.0,104.274,0.41,99.59,0.002
18,177.0,105.301,0.41,99.59,0.002
19,176.0,96.786,0.41,99.59,0.002
20,175.0,101.764,0.41,99.59,0.002
21,175.0,105.678,0.41,99.59,0.002
22,175.0,97.998,0.41,99.59,0.002
23,175.0,96.311,0.2,99.8,0.001
24,175.0,97.13,0.2,99.8,0.001
25,175.0,95.35,0.2,99.8,0.001
26,175.0,95.047,0.41,99.59,0.002
27,175.0,95.851,0.2,99.8,0.001
28,175.0,91.656,0.2,99.8,0.001
29,175.0,99.73,0.41,99.59,0.002
30,175.0,95.565,0.41,99.59,0.002
