iter,fitness,time,XPL,XPT,DIV
0,71711.0,0.107,100.0,0.0,0.487
1,26429.0,1.142,45.17,54.83,0.22
2,7061.0,1.125,15.4,84.6,0.075
3,1443.0,4.828,5.54,94.46,0.027
4,196.0,7.437,2.26,97.74,0.011
5,90.0,6.12,1.44,98.56,0.007
6,85.0,5.278,0.82,99.18,0.004
7,82.0,4.493,0.41,99.59,0.002
8,81.0,4.306,0.41,99.59,0.002
9,81.0,4.341,0.41,99.59,0.002
10,81.0,4.373,0.41,99.59,0.002
11,81.0,4.217,0.21,99.79,0.001
12,81.0,4.155,0.21,99.79,0.001
13,81.0,4.312,0.41,99.59,0.002
14,81.0,4.412,0.41,99.59,0.002
15,81.0,4.266,0.21,99.79,0.001
16,81.0,4.285,0.21,99.79,0.001
17,81.0,4.552,0.41,99.59,0.002
18,81.0,4.392,0.41,99.59,0.002
19,81.0,4.275,0.41,99.59,0.002
20,81.0,4.472,0.41,99.59,0.002
21,81.0,4.099,0.21,99.79,0.001
22,81.0,4.153,0.21,99.79,0.001
23,81.0,4.059,0.21,99.79,0.001
24,81.0,4.283,0.21,99.79,0.001
25,81.0,4.103,0.21,99.79,0.001
26,81.0,4.222,0.41,99.59,0.002
27,81.0,4.128,0.21,99.79,0.001
28,81.0,4.146,0.41,99.59,0.002
29,81.0,4.425,0.41,99.59,0.002
30,81.0,4.41,0.41,99.59,0.002
