iter,fitness,time,XPL,XPT,DIV
0,240160.0,0.516,100.0,0.0,0.487
1,93194.0,5.615,44.97,55.03,0.219
2,28099.0,6.06,17.04,82.96,0.083
3,6797.0,5.454,5.34,94.66,0.026
4,1070.0,63.147,1.85,98.15,0.009
5,150.0,97.977,0.82,99.18,0.004
6,59.0,75.28,0.41,99.59,0.002
7,58.0,69.674,0.41,99.59,0.002
8,58.0,59.917,0.21,99.79,0.001
9,58.0,58.927,0.21,99.79,0.001
10,58.0,61.479,0.21,99.79,0.001
11,58.0,58.017,0.21,99.79,0.001
12,57.0,56.566,0.21,99.79,0.001
13,57.0,57.674,0.41,99.59,0.002
14,56.0,56.691,0.21,99.79,0.001
15,56.0,52.181,0.21,99.79,0.001
16,56.0,54.037,0.21,99.79,0.001
17,56.0,49.566,0.21,99.79,0.001
18,56.0,53.445,0.21,99.79,0.001
19,56.0,54.896,0.21,99.79,0.001
20,56.0,57.011,0.21,99.79,0.001
21,56.0,51.556,0.21,99.79,0.001
22,56.0,52.034,0.21,99.79,0.001
23,56.0,52.584,0.21,99.79,0.001
24,56.0,51.672,0.21,99.79,0.001
25,56.0,49.968,0.21,99.79,0.001
26,56.0,51.44,0.21,99.79,0.001
27,56.0,48.899,0.21,99.79,0.001
28,56.0,49.628,0.21,99.79,0.001
29,56.0,49.847,0.21,99.79,0.001
30,56.0,53.234,0.21,99.79,0.001
