iter,fitness,time,XPL,XPT,DIV
0,247087.0,0.554,100.0,0.0,0.487
1,169920.0,4.93,41.07,58.93,0.2
2,117028.0,4.962,28.54,71.46,0.139
3,79773.0,4.967,19.71,80.29,0.096
4,53741.0,4.941,13.76,86.24,0.067
5,35264.0,5.111,9.24,90.76,0.045
6,22512.0,4.988,6.16,93.84,0.03
7,14319.0,4.925,4.11,95.89,0.02
8,8812.0,5.103,2.67,97.33,0.013
9,5154.0,8.408,1.64,98.36,0.008
10,3031.0,24.893,1.23,98.77,0.006
11,1605.0,52.271,1.03,98.97,0.005
12,742.0,61.164,0.82,99.18,0.004
13,364.0,63.578,0.62,99.38,0.003
14,105.0,60.055,0.41,99.59,0.002
15,62.0,58.032,0.41,99.59,0.002
16,60.0,52.76,0.41,99.59,0.002
17,59.0,54.75,0.21,99.79,0.001
18,59.0,53.844,0.21,99.79,0.001
19,59.0,56.265,0.21,99.79,0.001
20,58.0,53.65,0.21,99.79,0.001
21,58.0,57.247,0.21,99.79,0.001
22,58.0,54.777,0.21,99.79,0.001
23,57.0,55.41,0.21,99.79,0.001
24,57.0,56.389,0.21,99.79,0.001
25,57.0,55.923,0.21,99.79,0.001
26,57.0,54.573,0.21,99.79,0.001
27,57.0,52.185,0.21,99.79,0.001
28,57.0,56.625,0.21,99.79,0.001
29,57.0,54.345,0.21,99.79,0.001
30,57.0,56.795,0.21,99.79,0.001
