iter,fitness,time,XPL,XPT,DIV
0,48631.0,0.065,100.0,0.0,0.487
1,33848.0,0.753,36.14,63.86,0.176
2,25417.0,0.755,21.36,78.64,0.104
3,19692.0,0.76,15.2,84.8,0.074
4,14985.0,0.848,12.32,87.68,0.06
5,11017.0,1.021,9.65,90.35,0.047
6,8199.0,1.27,7.6,92.4,0.037
7,5582.0,1.549,6.37,93.63,0.031
8,3882.0,1.913,5.34,94.66,0.026
9,2867.0,2.302,4.52,95.48,0.022
10,1959.0,2.33,3.29,96.71,0.016
11,1386.0,2.434,3.08,96.92,0.015
12,981.0,2.465,2.67,97.33,0.013
13,726.0,2.427,2.05,97.95,0.01
14,535.0,2.499,1.64,98.36,0.008
15,405.0,2.516,1.44,98.56,0.007
16,349.0,2.568,1.03,98.97,0.005
17,340.0,2.741,1.03,98.97,0.005
18,332.0,2.649,0.82,99.18,0.004
19,329.0,2.716,0.62,99.38,0.003
20,328.0,2.779,0.62,99.38,0.003
21,326.0,2.841,0.62,99.38,0.003
22,325.0,2.936,0.62,99.38,0.003
23,325.0,2.961,0.62,99.38,0.003
24,323.0,3.064,0.82,99.18,0.004
25,323.0,3.139,0.82,99.18,0.004
26,323.0,3.113,0.82,99.18,0.004
27,323.0,3.002,0.82,99.18,0.004
28,323.0,3.153,0.62,99.38,0.003
29,323.0,3.229,0.62,99.38,0.003
30,323.0,2.969,0.62,99.38,0.003
