iter,fitness,time,XPL,XPT,DIV
0,248800.0,0.502,100.0,0.0,0.488
1,152679.0,4.106,45.9,54.1,0.224
2,93044.0,4.061,28.28,71.72,0.138
3,55468.0,4.042,17.42,82.58,0.085
4,32529.0,4.03,10.45,89.55,0.051
5,18704.0,4.682,6.35,93.65,0.031
6,10582.0,19.031,3.89,96.11,0.019
7,5460.0,73.826,2.87,97.13,0.014
8,2973.0,114.111,2.05,97.95,0.01
9,1474.0,116.837,1.43,98.57,0.007
10,622.0,126.482,1.23,98.77,0.006
11,269.0,112.929,0.82,99.18,0.004
12,193.0,113.363,0.61,99.39,0.003
13,188.0,112.972,0.41,99.59,0.002
14,181.0,110.841,0.41,99.59,0.002
15,180.0,106.101,0.41,99.59,0.002
16,179.0,111.03,0.2,99.8,0.001
17,179.0,103.351,0.2,99.8,0.001
18,179.0,102.324,0.2,99.8,0.001
19,179.0,99.076,0.2,99.8,0.001
20,179.0,96.138,0.2,99.8,0.001
21,179.0,96.237,0.2,99.8,0.001
22,179.0,94.0,0.2,99.8,0.001
23,178.0,92.876,0.2,99.8,0.001
24,178.0,90.758,0.2,99.8,0.001
25,178.0,95.556,0.2,99.8,0.001
26,178.0,89.685,0.2,99.8,0.001
27,178.0,90.856,0.2,99.8,0.001
28,178.0,96.355,0.2,99.8,0.001
29,178.0,93.091,0.2,99.8,0.001
30,178.0,93.806,0.2,99.8,0.001
