iter,fitness,time,XPL,XPT,DIV
0,243855.0,0.497,100.0,0.0,0.488
1,169540.0,4.36,40.57,59.43,0.198
2,116738.0,4.398,28.48,71.52,0.139
3,79382.0,4.381,19.67,80.33,0.096
4,53499.0,4.386,13.52,86.48,0.066
5,35230.0,4.36,9.22,90.78,0.045
6,22967.0,4.368,6.15,93.85,0.03
7,14941.0,4.384,4.1,95.9,0.02
8,9476.0,4.376,2.87,97.13,0.014
9,5607.0,6.318,1.84,98.16,0.009
10,3400.0,17.857,1.43,98.57,0.007
11,1661.0,35.195,1.23,98.77,0.006
12,809.0,50.05,1.02,98.98,0.005
13,347.0,57.396,0.82,99.18,0.004
14,137.0,51.923,0.41,99.59,0.002
15,64.0,50.41,0.41,99.59,0.002
16,62.0,55.006,0.41,99.59,0.002
17,61.0,51.073,0.2,99.8,0.001
18,60.0,51.476,0.2,99.8,0.001
19,59.0,49.967,0.2,99.8,0.001
20,59.0,49.49,0.2,99.8,0.001
21,59.0,48.005,0.2,99.8,0.001
22,59.0,46.828,0.2,99.8,0.001
23,58.0,48.651,0.2,99.8,0.001
24,58.0,54.374,0.2,99.8,0.001
25,58.0,48.105,0.2,99.8,0.001
26,58.0,47.103,0.2,99.8,0.001
27,58.0,49.214,0.2,99.8,0.001
28,58.0,49.577,0.2,99.8,0.001
29,58.0,47.176,0.2,99.8,0.001
30,58.0,47.184,0.2,99.8,0.001
