iter,fitness,time,XPL,XPT,DIV
0,247666.0,0.555,100.0,0.0,0.488
1,111249.0,4.872,45.7,54.3,0.223
2,52780.0,4.791,20.29,79.71,0.099
3,27136.0,4.818,9.84,90.16,0.048
4,13077.0,11.427,5.12,94.88,0.025
5,5240.0,93.728,3.48,96.52,0.017
6,2208.0,160.099,2.05,97.95,0.01
7,962.0,142.85,1.43,98.57,0.007
8,395.0,133.478,1.02,98.98,0.005
9,203.0,124.971,0.82,99.18,0.004
10,193.0,117.435,0.82,99.18,0.004
11,187.0,103.906,0.41,99.59,0.002
12,181.0,98.699,0.41,99.59,0.002
13,181.0,108.031,0.41,99.59,0.002
14,181.0,103.981,0.41,99.59,0.002
15,181.0,105.512,0.41,99.59,0.002
16,181.0,100.43,0.41,99.59,0.002
17,181.0,103.336,0.41,99.59,0.002
18,181.0,102.139,0.41,99.59,0.002
19,181.0,105.028,0.41,99.59,0.002
20,181.0,107.472,0.41,99.59,0.002
21,181.0,113.48,0.41,99.59,0.002
22,181.0,113.116,0.41,99.59,0.002
23,181.0,108.313,0.41,99.59,0.002
24,181.0,102.557,0.41,99.59,0.002
25,181.0,98.099,0.41,99.59,0.002
26,181.0,99.49,0.41,99.59,0.002
27,181.0,100.464,0.41,99.59,0.002
28,181.0,108.462,0.41,99.59,0.002
29,181.0,94.811,0.2,99.8,0.001
30,181.0,104.973,0.41,99.59,0.002
