iter,fitness,time,XPL,XPT,DIV
0,71040.0,0.103,100.0,0.0,0.487
1,25891.0,1.136,45.38,54.62,0.221
2,7067.0,1.115,16.84,83.16,0.082
3,1652.0,3.753,5.54,94.46,0.027
4,232.0,7.113,2.67,97.33,0.013
5,91.0,5.686,1.23,98.77,0.006
6,85.0,4.834,0.62,99.38,0.003
7,83.0,4.714,0.62,99.38,0.003
8,81.0,4.26,0.41,99.59,0.002
9,80.0,3.987,0.41,99.59,0.002
10,79.0,4.033,0.41,99.59,0.002
11,79.0,4.17,0.41,99.59,0.002
12,79.0,4.153,0.41,99.59,0.002
13,79.0,4.105,0.41,99.59,0.002
14,79.0,4.422,0.41,99.59,0.002
15,79.0,4.454,0.41,99.59,0.002
16,79.0,4.134,0.41,99.59,0.002
17,79.0,4.274,0.41,99.59,0.002
18,79.0,3.979,0.41,99.59,0.002
19,79.0,4.133,0.41,99.59,0.002
20,79.0,4.066,0.41,99.59,0.002
21,79.0,4.091,0.41,99.59,0.002
22,79.0,4.13,0.41,99.59,0.002
23,79.0,3.998,0.41,99.59,0.002
24,79.0,3.975,0.41,99.59,0.002
25,79.0,4.039,0.41,99.59,0.002
26,79.0,4.286,0.41,99.59,0.002
27,79.0,4.235,0.41,99.59,0.002
28,79.0,3.905,0.41,99.59,0.002
29,79.0,3.887,0.41,99.59,0.002
30,79.0,4.026,0.41,99.59,0.002
