iter,fitness,time,XPL,XPT,DIV
0,22418.0,0.033,100.0,0.0,0.488
1,6961.0,0.578,43.85,56.15,0.214
2,1360.0,2.019,16.39,83.61,0.08
3,569.0,1.747,3.48,96.52,0.017
4,539.0,1.106,1.43,98.57,0.007
5,530.0,1.107,1.64,98.36,0.008
6,525.0,1.172,1.84,98.16,0.009
7,525.0,1.172,1.84,98.16,0.009
8,524.0,1.136,1.64,98.36,0.008
9,524.0,1.147,1.64,98.36,0.008
10,524.0,1.158,1.84,98.16,0.009
11,524.0,1.13,1.43,98.57,0.007
12,522.0,1.069,1.23,98.77,0.006
13,520.0,1.114,1.64,98.36,0.008
14,520.0,1.178,1.84,98.16,0.009
15,520.0,1.161,1.64,98.36,0.008
16,520.0,1.199,1.84,98.16,0.009
17,520.0,1.107,1.64,98.36,0.008
18,520.0,1.197,1.84,98.16,0.009
19,520.0,1.147,1.64,98.36,0.008
20,520.0,1.218,1.84,98.16,0.009
21,520.0,1.153,1.64,98.36,0.008
22,520.0,1.102,1.43,98.57,0.007
23,520.0,1.176,1.84,98.16,0.009
24,520.0,1.125,1.43,98.57,0.007
25,520.0,1.15,1.84,98.16,0.009
26,520.0,1.111,1.43,98.57,0.007
27,520.0,1.062,1.43,98.57,0.007
28,520.0,1.089,1.43,98.57,0.007
29,520.0,1.174,1.64,98.36,0.008
30,520.0,1.148,1.43,98.57,0.007
