iter,fitness,time,XPL,XPT,DIV
0,246363.0,0.502,100.0,0.0,0.487
1,170065.0,4.401,40.66,59.34,0.198
2,116369.0,4.407,28.95,71.05,0.141
3,78746.0,4.439,19.92,80.08,0.097
4,52789.0,4.405,13.55,86.45,0.066
5,34534.0,4.386,9.24,90.76,0.045
6,22281.0,4.406,6.16,93.84,0.03
7,14563.0,8.769,4.11,95.89,0.02
8,8482.0,30.421,2.87,97.13,0.014
9,5189.0,67.215,2.26,97.74,0.011
10,2931.0,95.765,1.85,98.15,0.009
11,1652.0,102.25,1.44,98.56,0.007
12,803.0,100.423,1.03,98.97,0.005
13,317.0,96.734,0.82,99.18,0.004
14,212.0,94.794,0.41,99.59,0.002
15,191.0,95.257,0.41,99.59,0.002
16,184.0,95.648,0.41,99.59,0.002
17,182.0,95.534,0.41,99.59,0.002
18,182.0,96.659,0.41,99.59,0.002
19,182.0,93.028,0.41,99.59,0.002
20,181.0,98.046,0.41,99.59,0.002
21,181.0,98.664,0.41,99.59,0.002
22,181.0,102.217,0.41,99.59,0.002
23,181.0,93.397,0.41,99.59,0.002
24,181.0,97.593,0.41,99.59,0.002
25,181.0,98.874,0.41,99.59,0.002
26,181.0,97.907,0.41,99.59,0.002
27,181.0,98.832,0.41,99.59,0.002
28,181.0,94.371,0.41,99.59,0.002
29,181.0,98.418,0.41,99.59,0.002
30,181.0,98.485,0.41,99.59,0.002
