iter,fitness,time,XPL,XPT,DIV
0,23462.0,0.033,100.0,0.0,0.488
1,7309.0,0.559,45.08,54.92,0.22
2,1403.0,1.996,15.98,84.02,0.078
3,545.0,1.72,3.89,96.11,0.019
4,531.0,1.216,1.64,98.36,0.008
5,525.0,1.179,1.84,98.16,0.009
6,523.0,1.145,1.64,98.36,0.008
7,523.0,1.149,1.84,98.16,0.009
8,523.0,1.161,1.64,98.36,0.008
9,523.0,1.135,1.84,98.16,0.009
10,523.0,1.128,1.64,98.36,0.008
11,523.0,1.16,1.64,98.36,0.008
12,523.0,1.147,1.64,98.36,0.008
13,523.0,1.108,1.64,98.36,0.008
14,523.0,1.171,1.84,98.16,0.009
15,523.0,1.12,1.64,98.36,0.008
16,523.0,1.119,1.64,98.36,0.008
17,523.0,1.156,1.64,98.36,0.008
18,523.0,1.159,1.64,98.36,0.008
19,523.0,1.131,1.64,98.36,0.008
20,523.0,1.119,1.64,98.36,0.008
21,523.0,1.175,1.84,98.16,0.009
22,523.0,1.18,1.84,98.16,0.009
23,523.0,1.139,1.64,98.36,0.008
24,523.0,1.128,1.43,98.57,0.007
25,523.0,1.085,1.43,98.57,0.007
26,523.0,1.131,1.64,98.36,0.008
27,522.0,1.116,1.84,98.16,0.009
28,522.0,1.173,2.05,97.95,0.01
29,522.0,1.16,1.84,98.16,0.009
30,522.0,1.16,1.64,98.36,0.008
