iter,fitness,time,XPL,XPT,DIV
0,245463.0,0.534,100.0,0.0,0.487
1,168600.0,4.575,40.66,59.34,0.198
2,116502.0,4.562,28.13,71.87,0.137
3,78660.0,4.612,19.71,80.29,0.096
4,52693.0,4.62,13.55,86.45,0.066
5,35016.0,4.596,9.03,90.97,0.044
6,22271.0,4.868,6.16,93.84,0.03
7,14525.0,7.492,4.11,95.89,0.02
8,9165.0,29.718,3.08,96.92,0.015
9,5450.0,65.288,2.46,97.54,0.012
10,3150.0,102.47,2.05,97.95,0.01
11,1873.0,107.063,1.44,98.56,0.007
12,831.0,102.877,1.03,98.97,0.005
13,433.0,101.204,0.82,99.18,0.004
14,277.0,92.789,0.62,99.38,0.003
15,219.0,96.362,0.62,99.38,0.003
16,199.0,93.033,0.41,99.59,0.002
17,188.0,97.378,0.41,99.59,0.002
18,183.0,85.71,0.41,99.59,0.002
19,178.0,90.977,0.41,99.59,0.002
20,177.0,93.358,0.41,99.59,0.002
21,177.0,94.69,0.41,99.59,0.002
22,176.0,92.117,0.41,99.59,0.002
23,176.0,96.337,0.41,99.59,0.002
24,176.0,89.29,0.41,99.59,0.002
25,176.0,91.313,0.21,99.79,0.001
26,176.0,92.42,0.41,99.59,0.002
27,176.0,96.543,0.41,99.59,0.002
28,176.0,93.373,0.41,99.59,0.002
29,176.0,93.053,0.41,99.59,0.002
30,176.0,95.03,0.41,99.59,0.002
